accession	taxid	description	kingdom	phylum	class	domain	contig
EU123944.1	160068	Trebouxia aggregata strain SAG 219-1d tRNA-Asp (trnD(guc)), tRNA-Cys (trnC(gca)), tRNA-Asn (trnN(guu)), tRNA-Ile (trnI(cau)), and tRNA-Ile (trnI(gau)) genes, complete sequence; ribosomal protein L6 (rpl6), ribosomal protein S13 (rps13), ribosomal protein S3 (rps3), and NADH dehydrogenase subunit 2 (nad2) genes, complete cds; tRNA-Gln (trnQ(uug)) gene, complete sequence; and ribosomal protein S14 (rps14), ribosomal protein S7 (rps7), ribosomal protein S12 (rps12), and ribosomal protein S4 (rps4) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000022l
EU123944.1	160068	Trebouxia aggregata strain SAG 219-1d tRNA-Asp (trnD(guc)), tRNA-Cys (trnC(gca)), tRNA-Asn (trnN(guu)), tRNA-Ile (trnI(cau)), and tRNA-Ile (trnI(gau)) genes, complete sequence; ribosomal protein L6 (rpl6), ribosomal protein S13 (rps13), ribosomal protein S3 (rps3), and NADH dehydrogenase subunit 2 (nad2) genes, complete cds; tRNA-Gln (trnQ(uug)) gene, complete sequence; and ribosomal protein S14 (rps14), ribosomal protein S7 (rps7), ribosomal protein S12 (rps12), and ribosomal protein S4 (rps4) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000024l
EU123944.1	160068	Trebouxia aggregata strain SAG 219-1d tRNA-Asp (trnD(guc)), tRNA-Cys (trnC(gca)), tRNA-Asn (trnN(guu)), tRNA-Ile (trnI(cau)), and tRNA-Ile (trnI(gau)) genes, complete sequence; ribosomal protein L6 (rpl6), ribosomal protein S13 (rps13), ribosomal protein S3 (rps3), and NADH dehydrogenase subunit 2 (nad2) genes, complete cds; tRNA-Gln (trnQ(uug)) gene, complete sequence; and ribosomal protein S14 (rps14), ribosomal protein S7 (rps7), ribosomal protein S12 (rps12), and ribosomal protein S4 (rps4) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000026l
EU123944.1	160068	Trebouxia aggregata strain SAG 219-1d tRNA-Asp (trnD(guc)), tRNA-Cys (trnC(gca)), tRNA-Asn (trnN(guu)), tRNA-Ile (trnI(cau)), and tRNA-Ile (trnI(gau)) genes, complete sequence; ribosomal protein L6 (rpl6), ribosomal protein S13 (rps13), ribosomal protein S3 (rps3), and NADH dehydrogenase subunit 2 (nad2) genes, complete cds; tRNA-Gln (trnQ(uug)) gene, complete sequence; and ribosomal protein S14 (rps14), ribosomal protein S7 (rps7), ribosomal protein S12 (rps12), and ribosomal protein S4 (rps4) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000027l
EU123944.1	160068	Trebouxia aggregata strain SAG 219-1d tRNA-Asp (trnD(guc)), tRNA-Cys (trnC(gca)), tRNA-Asn (trnN(guu)), tRNA-Ile (trnI(cau)), and tRNA-Ile (trnI(gau)) genes, complete sequence; ribosomal protein L6 (rpl6), ribosomal protein S13 (rps13), ribosomal protein S3 (rps3), and NADH dehydrogenase subunit 2 (nad2) genes, complete cds; tRNA-Gln (trnQ(uug)) gene, complete sequence; and ribosomal protein S14 (rps14), ribosomal protein S7 (rps7), ribosomal protein S12 (rps12), and ribosomal protein S4 (rps4) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000028l
EU123944.1	160068	Trebouxia aggregata strain SAG 219-1d tRNA-Asp (trnD(guc)), tRNA-Cys (trnC(gca)), tRNA-Asn (trnN(guu)), tRNA-Ile (trnI(cau)), and tRNA-Ile (trnI(gau)) genes, complete sequence; ribosomal protein L6 (rpl6), ribosomal protein S13 (rps13), ribosomal protein S3 (rps3), and NADH dehydrogenase subunit 2 (nad2) genes, complete cds; tRNA-Gln (trnQ(uug)) gene, complete sequence; and ribosomal protein S14 (rps14), ribosomal protein S7 (rps7), ribosomal protein S12 (rps12), and ribosomal protein S4 (rps4) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000030l
EU123944.1	160068	Trebouxia aggregata strain SAG 219-1d tRNA-Asp (trnD(guc)), tRNA-Cys (trnC(gca)), tRNA-Asn (trnN(guu)), tRNA-Ile (trnI(cau)), and tRNA-Ile (trnI(gau)) genes, complete sequence; ribosomal protein L6 (rpl6), ribosomal protein S13 (rps13), ribosomal protein S3 (rps3), and NADH dehydrogenase subunit 2 (nad2) genes, complete cds; tRNA-Gln (trnQ(uug)) gene, complete sequence; and ribosomal protein S14 (rps14), ribosomal protein S7 (rps7), ribosomal protein S12 (rps12), and ribosomal protein S4 (rps4) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000031l
EU123944.1	160068	Trebouxia aggregata strain SAG 219-1d tRNA-Asp (trnD(guc)), tRNA-Cys (trnC(gca)), tRNA-Asn (trnN(guu)), tRNA-Ile (trnI(cau)), and tRNA-Ile (trnI(gau)) genes, complete sequence; ribosomal protein L6 (rpl6), ribosomal protein S13 (rps13), ribosomal protein S3 (rps3), and NADH dehydrogenase subunit 2 (nad2) genes, complete cds; tRNA-Gln (trnQ(uug)) gene, complete sequence; and ribosomal protein S14 (rps14), ribosomal protein S7 (rps7), ribosomal protein S12 (rps12), and ribosomal protein S4 (rps4) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000032l
EU123944.1	160068	Trebouxia aggregata strain SAG 219-1d tRNA-Asp (trnD(guc)), tRNA-Cys (trnC(gca)), tRNA-Asn (trnN(guu)), tRNA-Ile (trnI(cau)), and tRNA-Ile (trnI(gau)) genes, complete sequence; ribosomal protein L6 (rpl6), ribosomal protein S13 (rps13), ribosomal protein S3 (rps3), and NADH dehydrogenase subunit 2 (nad2) genes, complete cds; tRNA-Gln (trnQ(uug)) gene, complete sequence; and ribosomal protein S14 (rps14), ribosomal protein S7 (rps7), ribosomal protein S12 (rps12), and ribosomal protein S4 (rps4) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000033l
EU123944.1	160068	Trebouxia aggregata strain SAG 219-1d tRNA-Asp (trnD(guc)), tRNA-Cys (trnC(gca)), tRNA-Asn (trnN(guu)), tRNA-Ile (trnI(cau)), and tRNA-Ile (trnI(gau)) genes, complete sequence; ribosomal protein L6 (rpl6), ribosomal protein S13 (rps13), ribosomal protein S3 (rps3), and NADH dehydrogenase subunit 2 (nad2) genes, complete cds; tRNA-Gln (trnQ(uug)) gene, complete sequence; and ribosomal protein S14 (rps14), ribosomal protein S7 (rps7), ribosomal protein S12 (rps12), and ribosomal protein S4 (rps4) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000035l
EU123944.1	160068	Trebouxia aggregata strain SAG 219-1d tRNA-Asp (trnD(guc)), tRNA-Cys (trnC(gca)), tRNA-Asn (trnN(guu)), tRNA-Ile (trnI(cau)), and tRNA-Ile (trnI(gau)) genes, complete sequence; ribosomal protein L6 (rpl6), ribosomal protein S13 (rps13), ribosomal protein S3 (rps3), and NADH dehydrogenase subunit 2 (nad2) genes, complete cds; tRNA-Gln (trnQ(uug)) gene, complete sequence; and ribosomal protein S14 (rps14), ribosomal protein S7 (rps7), ribosomal protein S12 (rps12), and ribosomal protein S4 (rps4) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000036l
EU123944.1	160068	Trebouxia aggregata strain SAG 219-1d tRNA-Asp (trnD(guc)), tRNA-Cys (trnC(gca)), tRNA-Asn (trnN(guu)), tRNA-Ile (trnI(cau)), and tRNA-Ile (trnI(gau)) genes, complete sequence; ribosomal protein L6 (rpl6), ribosomal protein S13 (rps13), ribosomal protein S3 (rps3), and NADH dehydrogenase subunit 2 (nad2) genes, complete cds; tRNA-Gln (trnQ(uug)) gene, complete sequence; and ribosomal protein S14 (rps14), ribosomal protein S7 (rps7), ribosomal protein S12 (rps12), and ribosomal protein S4 (rps4) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000038l
EU123944.1	160068	Trebouxia aggregata strain SAG 219-1d tRNA-Asp (trnD(guc)), tRNA-Cys (trnC(gca)), tRNA-Asn (trnN(guu)), tRNA-Ile (trnI(cau)), and tRNA-Ile (trnI(gau)) genes, complete sequence; ribosomal protein L6 (rpl6), ribosomal protein S13 (rps13), ribosomal protein S3 (rps3), and NADH dehydrogenase subunit 2 (nad2) genes, complete cds; tRNA-Gln (trnQ(uug)) gene, complete sequence; and ribosomal protein S14 (rps14), ribosomal protein S7 (rps7), ribosomal protein S12 (rps12), and ribosomal protein S4 (rps4) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000040l
EU123944.1	160068	Trebouxia aggregata strain SAG 219-1d tRNA-Asp (trnD(guc)), tRNA-Cys (trnC(gca)), tRNA-Asn (trnN(guu)), tRNA-Ile (trnI(cau)), and tRNA-Ile (trnI(gau)) genes, complete sequence; ribosomal protein L6 (rpl6), ribosomal protein S13 (rps13), ribosomal protein S3 (rps3), and NADH dehydrogenase subunit 2 (nad2) genes, complete cds; tRNA-Gln (trnQ(uug)) gene, complete sequence; and ribosomal protein S14 (rps14), ribosomal protein S7 (rps7), ribosomal protein S12 (rps12), and ribosomal protein S4 (rps4) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000044l
EU123944.1	160068	Trebouxia aggregata strain SAG 219-1d tRNA-Asp (trnD(guc)), tRNA-Cys (trnC(gca)), tRNA-Asn (trnN(guu)), tRNA-Ile (trnI(cau)), and tRNA-Ile (trnI(gau)) genes, complete sequence; ribosomal protein L6 (rpl6), ribosomal protein S13 (rps13), ribosomal protein S3 (rps3), and NADH dehydrogenase subunit 2 (nad2) genes, complete cds; tRNA-Gln (trnQ(uug)) gene, complete sequence; and ribosomal protein S14 (rps14), ribosomal protein S7 (rps7), ribosomal protein S12 (rps12), and ribosomal protein S4 (rps4) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000045l
EU123944.1	160068	Trebouxia aggregata strain SAG 219-1d tRNA-Asp (trnD(guc)), tRNA-Cys (trnC(gca)), tRNA-Asn (trnN(guu)), tRNA-Ile (trnI(cau)), and tRNA-Ile (trnI(gau)) genes, complete sequence; ribosomal protein L6 (rpl6), ribosomal protein S13 (rps13), ribosomal protein S3 (rps3), and NADH dehydrogenase subunit 2 (nad2) genes, complete cds; tRNA-Gln (trnQ(uug)) gene, complete sequence; and ribosomal protein S14 (rps14), ribosomal protein S7 (rps7), ribosomal protein S12 (rps12), and ribosomal protein S4 (rps4) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000047l
EU123944.1	160068	Trebouxia aggregata strain SAG 219-1d tRNA-Asp (trnD(guc)), tRNA-Cys (trnC(gca)), tRNA-Asn (trnN(guu)), tRNA-Ile (trnI(cau)), and tRNA-Ile (trnI(gau)) genes, complete sequence; ribosomal protein L6 (rpl6), ribosomal protein S13 (rps13), ribosomal protein S3 (rps3), and NADH dehydrogenase subunit 2 (nad2) genes, complete cds; tRNA-Gln (trnQ(uug)) gene, complete sequence; and ribosomal protein S14 (rps14), ribosomal protein S7 (rps7), ribosomal protein S12 (rps12), and ribosomal protein S4 (rps4) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000051l
EU123944.1	160068	Trebouxia aggregata strain SAG 219-1d tRNA-Asp (trnD(guc)), tRNA-Cys (trnC(gca)), tRNA-Asn (trnN(guu)), tRNA-Ile (trnI(cau)), and tRNA-Ile (trnI(gau)) genes, complete sequence; ribosomal protein L6 (rpl6), ribosomal protein S13 (rps13), ribosomal protein S3 (rps3), and NADH dehydrogenase subunit 2 (nad2) genes, complete cds; tRNA-Gln (trnQ(uug)) gene, complete sequence; and ribosomal protein S14 (rps14), ribosomal protein S7 (rps7), ribosomal protein S12 (rps12), and ribosomal protein S4 (rps4) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000052l
EU123944.1	160068	Trebouxia aggregata strain SAG 219-1d tRNA-Asp (trnD(guc)), tRNA-Cys (trnC(gca)), tRNA-Asn (trnN(guu)), tRNA-Ile (trnI(cau)), and tRNA-Ile (trnI(gau)) genes, complete sequence; ribosomal protein L6 (rpl6), ribosomal protein S13 (rps13), ribosomal protein S3 (rps3), and NADH dehydrogenase subunit 2 (nad2) genes, complete cds; tRNA-Gln (trnQ(uug)) gene, complete sequence; and ribosomal protein S14 (rps14), ribosomal protein S7 (rps7), ribosomal protein S12 (rps12), and ribosomal protein S4 (rps4) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000055l
EU123944.1	160068	Trebouxia aggregata strain SAG 219-1d tRNA-Asp (trnD(guc)), tRNA-Cys (trnC(gca)), tRNA-Asn (trnN(guu)), tRNA-Ile (trnI(cau)), and tRNA-Ile (trnI(gau)) genes, complete sequence; ribosomal protein L6 (rpl6), ribosomal protein S13 (rps13), ribosomal protein S3 (rps3), and NADH dehydrogenase subunit 2 (nad2) genes, complete cds; tRNA-Gln (trnQ(uug)) gene, complete sequence; and ribosomal protein S14 (rps14), ribosomal protein S7 (rps7), ribosomal protein S12 (rps12), and ribosomal protein S4 (rps4) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000060l
EU123944.1	160068	Trebouxia aggregata strain SAG 219-1d tRNA-Asp (trnD(guc)), tRNA-Cys (trnC(gca)), tRNA-Asn (trnN(guu)), tRNA-Ile (trnI(cau)), and tRNA-Ile (trnI(gau)) genes, complete sequence; ribosomal protein L6 (rpl6), ribosomal protein S13 (rps13), ribosomal protein S3 (rps3), and NADH dehydrogenase subunit 2 (nad2) genes, complete cds; tRNA-Gln (trnQ(uug)) gene, complete sequence; and ribosomal protein S14 (rps14), ribosomal protein S7 (rps7), ribosomal protein S12 (rps12), and ribosomal protein S4 (rps4) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000061l
EU123944.1	160068	Trebouxia aggregata strain SAG 219-1d tRNA-Asp (trnD(guc)), tRNA-Cys (trnC(gca)), tRNA-Asn (trnN(guu)), tRNA-Ile (trnI(cau)), and tRNA-Ile (trnI(gau)) genes, complete sequence; ribosomal protein L6 (rpl6), ribosomal protein S13 (rps13), ribosomal protein S3 (rps3), and NADH dehydrogenase subunit 2 (nad2) genes, complete cds; tRNA-Gln (trnQ(uug)) gene, complete sequence; and ribosomal protein S14 (rps14), ribosomal protein S7 (rps7), ribosomal protein S12 (rps12), and ribosomal protein S4 (rps4) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000062l
EU123944.1	160068	Trebouxia aggregata strain SAG 219-1d tRNA-Asp (trnD(guc)), tRNA-Cys (trnC(gca)), tRNA-Asn (trnN(guu)), tRNA-Ile (trnI(cau)), and tRNA-Ile (trnI(gau)) genes, complete sequence; ribosomal protein L6 (rpl6), ribosomal protein S13 (rps13), ribosomal protein S3 (rps3), and NADH dehydrogenase subunit 2 (nad2) genes, complete cds; tRNA-Gln (trnQ(uug)) gene, complete sequence; and ribosomal protein S14 (rps14), ribosomal protein S7 (rps7), ribosomal protein S12 (rps12), and ribosomal protein S4 (rps4) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000066l
EU123944.1	160068	Trebouxia aggregata strain SAG 219-1d tRNA-Asp (trnD(guc)), tRNA-Cys (trnC(gca)), tRNA-Asn (trnN(guu)), tRNA-Ile (trnI(cau)), and tRNA-Ile (trnI(gau)) genes, complete sequence; ribosomal protein L6 (rpl6), ribosomal protein S13 (rps13), ribosomal protein S3 (rps3), and NADH dehydrogenase subunit 2 (nad2) genes, complete cds; tRNA-Gln (trnQ(uug)) gene, complete sequence; and ribosomal protein S14 (rps14), ribosomal protein S7 (rps7), ribosomal protein S12 (rps12), and ribosomal protein S4 (rps4) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000067l
EU123944.1	160068	Trebouxia aggregata strain SAG 219-1d tRNA-Asp (trnD(guc)), tRNA-Cys (trnC(gca)), tRNA-Asn (trnN(guu)), tRNA-Ile (trnI(cau)), and tRNA-Ile (trnI(gau)) genes, complete sequence; ribosomal protein L6 (rpl6), ribosomal protein S13 (rps13), ribosomal protein S3 (rps3), and NADH dehydrogenase subunit 2 (nad2) genes, complete cds; tRNA-Gln (trnQ(uug)) gene, complete sequence; and ribosomal protein S14 (rps14), ribosomal protein S7 (rps7), ribosomal protein S12 (rps12), and ribosomal protein S4 (rps4) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000069l
EU123944.1	160068	Trebouxia aggregata strain SAG 219-1d tRNA-Asp (trnD(guc)), tRNA-Cys (trnC(gca)), tRNA-Asn (trnN(guu)), tRNA-Ile (trnI(cau)), and tRNA-Ile (trnI(gau)) genes, complete sequence; ribosomal protein L6 (rpl6), ribosomal protein S13 (rps13), ribosomal protein S3 (rps3), and NADH dehydrogenase subunit 2 (nad2) genes, complete cds; tRNA-Gln (trnQ(uug)) gene, complete sequence; and ribosomal protein S14 (rps14), ribosomal protein S7 (rps7), ribosomal protein S12 (rps12), and ribosomal protein S4 (rps4) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000073l
EU123944.1	160068	Trebouxia aggregata strain SAG 219-1d tRNA-Asp (trnD(guc)), tRNA-Cys (trnC(gca)), tRNA-Asn (trnN(guu)), tRNA-Ile (trnI(cau)), and tRNA-Ile (trnI(gau)) genes, complete sequence; ribosomal protein L6 (rpl6), ribosomal protein S13 (rps13), ribosomal protein S3 (rps3), and NADH dehydrogenase subunit 2 (nad2) genes, complete cds; tRNA-Gln (trnQ(uug)) gene, complete sequence; and ribosomal protein S14 (rps14), ribosomal protein S7 (rps7), ribosomal protein S12 (rps12), and ribosomal protein S4 (rps4) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000074l
EU123944.1	160068	Trebouxia aggregata strain SAG 219-1d tRNA-Asp (trnD(guc)), tRNA-Cys (trnC(gca)), tRNA-Asn (trnN(guu)), tRNA-Ile (trnI(cau)), and tRNA-Ile (trnI(gau)) genes, complete sequence; ribosomal protein L6 (rpl6), ribosomal protein S13 (rps13), ribosomal protein S3 (rps3), and NADH dehydrogenase subunit 2 (nad2) genes, complete cds; tRNA-Gln (trnQ(uug)) gene, complete sequence; and ribosomal protein S14 (rps14), ribosomal protein S7 (rps7), ribosomal protein S12 (rps12), and ribosomal protein S4 (rps4) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000075l
EU123944.1	160068	Trebouxia aggregata strain SAG 219-1d tRNA-Asp (trnD(guc)), tRNA-Cys (trnC(gca)), tRNA-Asn (trnN(guu)), tRNA-Ile (trnI(cau)), and tRNA-Ile (trnI(gau)) genes, complete sequence; ribosomal protein L6 (rpl6), ribosomal protein S13 (rps13), ribosomal protein S3 (rps3), and NADH dehydrogenase subunit 2 (nad2) genes, complete cds; tRNA-Gln (trnQ(uug)) gene, complete sequence; and ribosomal protein S14 (rps14), ribosomal protein S7 (rps7), ribosomal protein S12 (rps12), and ribosomal protein S4 (rps4) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000077l
EU123944.1	160068	Trebouxia aggregata strain SAG 219-1d tRNA-Asp (trnD(guc)), tRNA-Cys (trnC(gca)), tRNA-Asn (trnN(guu)), tRNA-Ile (trnI(cau)), and tRNA-Ile (trnI(gau)) genes, complete sequence; ribosomal protein L6 (rpl6), ribosomal protein S13 (rps13), ribosomal protein S3 (rps3), and NADH dehydrogenase subunit 2 (nad2) genes, complete cds; tRNA-Gln (trnQ(uug)) gene, complete sequence; and ribosomal protein S14 (rps14), ribosomal protein S7 (rps7), ribosomal protein S12 (rps12), and ribosomal protein S4 (rps4) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000081l
EU123944.1	160068	Trebouxia aggregata strain SAG 219-1d tRNA-Asp (trnD(guc)), tRNA-Cys (trnC(gca)), tRNA-Asn (trnN(guu)), tRNA-Ile (trnI(cau)), and tRNA-Ile (trnI(gau)) genes, complete sequence; ribosomal protein L6 (rpl6), ribosomal protein S13 (rps13), ribosomal protein S3 (rps3), and NADH dehydrogenase subunit 2 (nad2) genes, complete cds; tRNA-Gln (trnQ(uug)) gene, complete sequence; and ribosomal protein S14 (rps14), ribosomal protein S7 (rps7), ribosomal protein S12 (rps12), and ribosomal protein S4 (rps4) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000082l
EU123944.1	160068	Trebouxia aggregata strain SAG 219-1d tRNA-Asp (trnD(guc)), tRNA-Cys (trnC(gca)), tRNA-Asn (trnN(guu)), tRNA-Ile (trnI(cau)), and tRNA-Ile (trnI(gau)) genes, complete sequence; ribosomal protein L6 (rpl6), ribosomal protein S13 (rps13), ribosomal protein S3 (rps3), and NADH dehydrogenase subunit 2 (nad2) genes, complete cds; tRNA-Gln (trnQ(uug)) gene, complete sequence; and ribosomal protein S14 (rps14), ribosomal protein S7 (rps7), ribosomal protein S12 (rps12), and ribosomal protein S4 (rps4) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000084l
EU123944.1	160068	Trebouxia aggregata strain SAG 219-1d tRNA-Asp (trnD(guc)), tRNA-Cys (trnC(gca)), tRNA-Asn (trnN(guu)), tRNA-Ile (trnI(cau)), and tRNA-Ile (trnI(gau)) genes, complete sequence; ribosomal protein L6 (rpl6), ribosomal protein S13 (rps13), ribosomal protein S3 (rps3), and NADH dehydrogenase subunit 2 (nad2) genes, complete cds; tRNA-Gln (trnQ(uug)) gene, complete sequence; and ribosomal protein S14 (rps14), ribosomal protein S7 (rps7), ribosomal protein S12 (rps12), and ribosomal protein S4 (rps4) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000085l
