,T. sp. A48,T. SL0000003,descriptions
IPR040724,1,1,"PheRS, DNA binding domain 1"
IPR040725,1,1,"PheRS, DNA binding domain 3"
IPR009472,1,1,Tab2-like
IPR008380,2,2,"HAD-superfamily hydrolase, subfamily IG, 5'-nucleotidase"
IPR016695,1,0,Purine 5'-nucleotidase
IPR000772,5,3,"Ricin B, lectin domain"
IPR024655,5,5,"Asl1-like, glycosyl hydrolase catalytic domain"
IPR001114,1,0,Adenylosuccinate synthetase
IPR018220,1,0,"Adenylosuccinate synthase, GTP-binding site"
IPR033128,1,0,"Adenylosuccinate synthase, active site"
IPR042109,1,0,"Adenylosuccinate synthetase, domain 1"
IPR042110,1,0,"Adenylosuccinate synthetase, domain 2"
IPR042111,1,0,"Adenylosuccinate synthetase, domain 3"
IPR000597,3,3,Ribosomal protein L3
IPR019926,3,3,"Ribosomal protein L3, conserved site"
IPR044892,1,1,"Ribosomal protein L3, domain 3, archaeal type superfamily"
IPR045077,1,1,"Ribosomal protein L3, archaeal/eukaryotic type"
IPR005124,1,1,Vacuolar (H+)-ATPase G subunit
IPR000851,3,3,Ribosomal protein S5
IPR005324,3,3,"Ribosomal protein S5, C-terminal"
IPR005712,1,1,"Ribosomal protein S5, bacterial-type"
IPR013810,3,3,"Ribosomal protein S5, N-terminal"
IPR018192,2,2,"Ribosomal protein S5, N-terminal, conserved site"
IPR007369,3,3,"Peptidase A22B, signal peptide peptidase"
IPR004837,5,4,Sodium/calcium exchanger membrane region
IPR044880,5,4,"NCX, central ion-binding domain superfamily"
IPR037386,1,1,Coiled-coil domain-containing protein 40
IPR029023,1,1,Tensin-type phosphatase domain
IPR045101,1,1,"PTEN, phosphatase domain"
IPR009305,1,1,2-hydroxy-palmitic acid dioxygenase Mpo1-like
IPR001075,4,3,"NIF system FeS cluster assembly, NifU, C-terminal"
IPR014824,2,1,"Scaffold protein Nfu/NifU, N-terminal"
IPR034904,7,5,Fe-S cluster assembly domain superfamily
IPR036498,2,1,"Scaffold protein Nfu/NifU, N-terminal domain superfamily"
IPR035433,1,1,NFU1-like
IPR006353,2,2,"HAD-superfamily hydrolase, subfamily IIA, CECR5"
IPR007233,2,1,Trafficking protein particle complex subunit
IPR040025,1,1,Zinc finger protein 622/Rei1/Reh1
IPR041661,1,1,"ZN622/Rei1/Reh1, zinc finger C2H2-type"
IPR010977,1,1,Aromatic-L-amino-acid decarboxylase
IPR005067,2,1,"Fatty acid desaturase, type 2"
IPR012348,4,3,Ribonucleotide reductase-like
IPR000312,1,1,"Glycosyl transferase, family 3"
IPR005940,1,1,Anthranilate phosphoribosyl transferase
IPR017459,1,1,"Glycosyl transferase family 3, N-terminal domain"
IPR035902,1,1,Nucleoside phosphorylase/phosphoribosyltransferase catalytic domain superfamily
IPR036320,1,1,"Glycosyl transferase family 3, N-terminal domain superfamily"
IPR013906,1,1,Eukaryotic translation initiation factor 3 subunit J
IPR023194,1,1,Eukaryotic translation initiation factor 3-like domain superfamily
IPR007282,2,1,"NOT2/NOT3/NOT5, C-terminal"
IPR038635,2,1,"CCR4-NOT complex subunit 2/3/5, C-terminal domain superfamily"
IPR040168,2,1,Not2/Not3/Not5
IPR029615,1,0,
IPR037992,1,0,"TRAPP complex, Trs33 subunit"
IPR019579,1,1,Protein FAM161A/B
IPR033309,1,1,Crossover junction endonuclease Mus81
IPR042530,2,1,"EME1/EME2, C-terminal domain"
IPR014929,1,1,E2 binding
IPR030468,1,1,"NEDD8-activating enzyme E1 catalytic subunit, N-terminal domain"
IPR025483,1,1,"Lipase, eukaryotic"
IPR003691,1,2,Putative fluoride ion transporter CrcB
IPR026708,1,1,Centrosome and spindle pole associated protein 1
IPR002629,1,1,"Cobalamin-independent methionine synthase MetE, C-terminal/archaeal"
IPR013215,1,1,"Cobalamin-independent methionine synthase MetE, N-terminal"
IPR009294,2,0,Gamma-secretase subunit Aph-1
IPR006449,1,1,Squalene synthase-like
IPR019845,2,2,"Squalene/phytoene synthase, conserved site"
IPR033904,2,1,"Trans-isoprenyl diphosphate synthases, head-to-head"
IPR044844,1,2,"Trans-isoprenyl diphosphate synthases, eukaryotic-type"
IPR023617,1,1,"Tyrosine-tRNA ligase, archaeal/eukaryotic-type"
IPR012993,2,1,UME domain
IPR005651,2,1,Trm112-like
IPR003195,1,0,"Transcription initiation factor IID, subunit 13"
IPR038824,1,0,Protein shortage in chiasmata 1-like
IPR008895,1,1,Vps72/YL1 family
IPR013272,1,1,"Vps72/YL1, C-terminal"
IPR044673,1,1,Protein DCL-like
IPR041178,1,0,"RPA43, OB domain"
IPR007177,1,1,"16S/18S rRNA aminocarboxypropyltransferase Tsr3, C-terminal"
IPR007209,2,1,"RNase L inhibitor RLI-like, possible metal-binding domain"
IPR022968,1,1,16S/18S rRNA aminocarboxypropyltransferase Tsr3
IPR044240,1,1,Rhodanese-like domain-containing protein STR4-like
IPR027156,1,1,AP-2 complex subunit sigma
IPR007751,3,2,"Domain of unknown function DUF676, lipase-like"
IPR022122,1,1,Protein FAM135
IPR044294,2,2,Lipase-like
IPR015672,1,1,The Golgi pH regulator/GPCR-type G protein
IPR022535,1,1,"Golgi pH regulator, conserved domain"
IPR025969,1,1,Abscisic acid G-protein coupled receptor-like domain
IPR002081,3,2,Cryptochrome/DNA photolyase class 1
IPR005101,4,2,"Cryptochrome/DNA photolyase, FAD-binding domain"
IPR014133,1,1,Cryptochrome DASH
IPR018394,1,1,"Cryptochrome/DNA photolyase class 1, conserved site, C-terminal"
IPR011083,1,1,Phage tail collar domain
IPR037053,1,1,Phage tail collar domain superfamily
IPR002472,1,1,Palmitoyl protein thioesterase
IPR030294,1,1,
IPR006726,1,0,Para-hydroxybenzoic acid efflux pump subunit AaeB/fusaric acid resistance protein
IPR000422,1,1,"3,4-dihydroxy-2-butanone 4-phosphate synthase, RibB"
IPR032677,3,2,GTP cyclohydrolase II
IPR036144,3,2,GTP cyclohydrolase II superfamily
IPR027057,2,2,CAAX prenyl protease 1
IPR032456,1,1,"CAAX prenyl protease 1, N-terminal"
IPR026720,1,1,Cilia- and flagella-associated protein 91
IPR032840,1,1,CFAP91 domain
IPR001674,1,1,"GMP synthase, C-terminal"
IPR004739,1,0,"GMP synthase, glutamine amidotransferase"
IPR022955,1,0,GMP synthase
IPR025777,1,1,GMP synthetase ATP pyrophosphatase domain
IPR009009,5,4,"RlpA-like protein, double-psi beta-barrel domain"
IPR044281,2,2,U3 snoRNP protein/Ribosome production factor 1
IPR001374,6,3,R3H domain
IPR022227,2,1,Protein of unknown function DUF3754
IPR019369,1,1,Protein-lysine N-methyltransferase Efm5/EEF1AKMT1
IPR041370,1,1,Methyltransferase EEF1AKMT1/ZCCHC4
IPR003700,1,1,Ketopantoate hydroxymethyltransferase
IPR013866,1,1,"Sphingolipid delta4-desaturase, N-terminal"
IPR004450,1,1,Threonine synthase-like
IPR000870,1,1,Homoserine kinase
IPR003952,1,1,"Fumarate reductase/succinate dehydrogenase, FAD-binding site"
IPR003953,4,3,"FAD-dependent oxidoreductase 2, FAD binding domain"
IPR011281,1,1,"Succinate dehydrogenase, flavoprotein subunit"
IPR014006,1,1,"Succinate dehydrogenase/fumarate reductase, flavoprotein subunit"
IPR015939,2,2,"Fumarate reductase/succinate dehydrogenase flavoprotein-like, C-terminal"
IPR027477,2,2,"Succinate dehydrogenase/fumarate reductase flavoprotein, catalytic domain superfamily"
IPR030664,1,1,FAD-dependent oxidoreductase SdhA/FrdA/AprA
IPR037099,2,2,"Fumarate reductase/succinate dehydrogenase flavoprotein-like, C-terminal domain superfamily"
IPR007325,1,1,Kynurenine formamidase/cyclase-like
IPR037175,1,1,Kynurenine formamidase superfamily
IPR001701,7,6,Glycoside hydrolase family 9
IPR001305,4,3,"Heat shock protein DnaJ, cysteine-rich domain"
IPR012724,3,2,Chaperone DnaJ
IPR036410,8,5,"Heat shock protein DnaJ, cysteine-rich domain superfamily"
IPR013538,1,1,"Activator of Hsp90 ATPase homologue 1-like, C-terminal"
IPR039751,1,0,Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 /2
IPR003166,1,1,"Transcription factor TFIIE beta subunit, DNA-binding domain"
IPR016656,1,1,"Transcription initiation factor TFIIE, beta subunit"
IPR040501,1,1,"TFA2, Winged helix domain 2"
IPR005680,1,1,"Ribosomal protein S23, eukaryotic/archaeal"
IPR006032,1,2,Ribosomal protein S12/S23
IPR012879,1,1,PAT complex subunit CCDC47
IPR039127,1,1,Multifunctional methyltransferase subunit Trm112
IPR007246,1,1,GPI transamidase component Gaa1
IPR035911,1,1,"MurE/MurF, N-terminal"
IPR002501,2,1,"Pseudouridine synthase II, N-terminal"
IPR014780,1,0,"tRNA pseudouridine synthase II, TruB"
IPR032819,2,2,"tRNA pseudouridylate synthase B, C-terminal"
IPR013171,1,1,"Cytidine/deoxycytidylate deaminase, zinc-binding domain"
IPR034110,1,0,"LSM domain containing 1, Sm domain"
IPR018928,1,1,Generative cell specific-1/HAP2 domain
IPR040326,1,1,HAP2/GCS1
IPR000979,2,2,Phosphodiesterase MJ0936/Vps29
IPR024654,2,2,"Calcineurin-like phosphoesterase domain, lpxH-type"
IPR018042,2,1,"Aspartate kinase, conserved site"
IPR024002,2,2,"Formate/nitrite transporter, conserved site"
IPR021827,2,2,Nucleoporin Nup186/Nup192/Nup205
IPR007848,4,2,Methyltransferase small domain
IPR018289,1,2,MULE transposase domain
IPR007941,1,1,Protein of unknown function DUF726
IPR044808,3,4,Ethylene-responsive transcription factor
IPR045123,1,1,N6-adenosine-methyltransferase non-catalytic subunit METTL14-like
IPR001748,1,1,Pre-mRNA-splicing factor BUD31
IPR039975,1,1,Intraflagellar transport protein 52 homolog
IPR022052,3,3,"Histone-binding protein RBBP4, N-terminal"
IPR000306,2,1,FYVE zinc finger
IPR007461,2,2,Ysc84 actin-binding domain
IPR017455,2,1,"Zinc finger, FYVE-related"
IPR011599,1,0,"Prefoldin alpha subunit, archaea-type"
IPR007708,2,1,"Lariat debranching enzyme, C-terminal"
IPR041816,2,1,"Lariat debranching enzyme, N-terminal metallophosphatase domain"
IPR021067,2,1,"Glycosyltransferase, GlcNAc"
IPR004305,1,2,Thiaminase-2/PQQC
IPR026285,1,1,TenA_E protein
IPR005114,2,2,Helicase-associated
IPR010230,1,1,"FeS cluster assembly SUF system, ATPase SufC"
IPR031559,1,1,Serine/threonine-protein kinase SMG1
IPR015375,1,1,"NADH pyrophosphatase-like, N-terminal"
IPR015376,1,0,"Zinc ribbon, NADH pyrophosphatase"
IPR045088,1,1,Aminotransferase ALAT1/2-like
IPR006384,1,1,"HAD hydrolase, subfamily IA, Pyridoxal phosphate phosphatase-like"
IPR016965,4,2,Phosphatase PHOSPHO-type
IPR041625,1,1,"Beta-mannosidase, Ig-fold domain"
IPR000300,3,3,Inositol polyphosphate-related phosphatase
IPR003435,1,1,Chaperonin-like RbcX
IPR014758,3,2,Methionyl-tRNA synthetase
IPR023457,1,0,"Methionine-tRNA synthetase, type 2"
IPR033911,3,2,Methioninyl-tRNA synthetase core domain
IPR012178,3,0,Replication factor C subunit 1
IPR013725,3,1,"DNA replication factor RFC1, C-terminal"
IPR000183,3,3,Ornithine/DAP/Arg decarboxylase
IPR001985,1,1,S-adenosylmethionine decarboxylase
IPR002433,2,2,Ornithine decarboxylase
IPR009006,3,3,"Alanine racemase/group IV decarboxylase, C-terminal"
IPR016067,1,1,"S-adenosylmethionine decarboxylase, core"
IPR018166,1,1,"S-adenosylmethionine decarboxylase, conserved site"
IPR022643,3,3,"Orn/DAP/Arg decarboxylase 2, C-terminal"
IPR022644,3,3,"Orn/DAP/Arg decarboxylase 2, N-terminal"
IPR022653,3,3,"Orn/DAP/Arg decarboxylase 2, pyridoxal-phosphate binding site"
IPR029066,4,4,PLP-binding barrel
IPR002820,1,1,Molybdopterin cofactor biosynthesis C (MoaC) domain
IPR023045,1,1,Molybdenum cofactor biosynthesis C
IPR036522,1,1,Molybdopterin cofactor biosynthesis C (MoaC) domain superfamily
IPR026992,5,5,Non-haem dioxygenase N-terminal domain
IPR039226,3,3,Ski3/TTC37
IPR000358,2,2,Ribonucleotide reductase small subunit family
IPR030475,2,2,"Ribonucleotide reductase small subunit, acitve site"
IPR033909,2,2,Ribonucleotide reductase small subunit
IPR004790,1,1,Isocitrate dehydrogenase NADP-dependent
IPR012198,1,1,cAMP-dependent protein kinase regulatory subunit
IPR000845,2,1,Nucleoside phosphorylase domain
IPR035994,2,2,Nucleoside phosphorylase superfamily
IPR033689,2,1,NAD-dependent formate dehydrogenase
IPR038892,5,2,Structural maintenance of chromosomes flexible hinge domain-containing protein 1
IPR032179,3,1,"Pesticidal crystal protein Cry22Aa, Ig-like domain"
IPR004115,1,1,GAD-like domain superfamily
IPR004524,1,1,"Aspartate-tRNA ligase, type 1"
IPR029351,1,1,GAD domain
IPR027850,1,0,Protein of unknown function DUF4504
IPR009395,1,1,Biogenesis of lysosome-related organelles complex 1 subunit 1
IPR013253,1,1,Spc7 kinetochore protein domain
IPR037388,1,0,Kinetochore scaffold 1
IPR002222,1,1,Ribosomal protein S19/S15
IPR005713,1,1,Ribosomal protein S19A/S15e
IPR020934,1,1,"Ribosomal protein S15/S19, conserved site"
IPR023575,1,1,"Ribosomal protein S19/S15, superfamily"
IPR044713,1,1,DnaJ homolog subfamily A member 1/2-like
IPR009249,1,1,Ferredoxin-dependent bilin reductase
IPR007518,1,1,MINDY deubiquitinase
IPR033979,1,1,MINDY deubiquitinase domain
IPR016688,8,4,"Mechanosensitive ion channel MscS-like, plants/fungi"
IPR010488,1,2,Zeta toxin domain
IPR044802,1,1,Calmodulin calcium-dependent NAD kinase NADKc-like
IPR005117,3,2,Nitrite/Sulfite reductase ferredoxin-like domain
IPR006066,3,2,Nitrite/sulphite reductase iron-sulphur/sirohaem-binding site
IPR006067,3,3,Nitrite/sulphite reductase 4Fe-4S domain
IPR011787,1,1,"Sulphite reductase, ferredoxin dependent"
IPR036136,3,3,Nitrite/Sulfite reductase ferredoxin-like domain superfamily
IPR015269,1,0,"Uncharacterised domain UPF0029, Impact, C-terminal"
IPR004636,2,1,Acetylornithine/Succinylornithine transaminase family
IPR011762,2,2,"Acetyl-coenzyme A carboxyltransferase, N-terminal"
IPR011763,3,3,"Acetyl-coenzyme A carboxyltransferase, C-terminal"
IPR013537,1,1,"Acetyl-CoA carboxylase, central domain"
IPR034733,2,2,Acetyl-CoA carboxylase
IPR006895,5,3,"Zinc finger, Sec23/Sec24-type"
IPR007123,2,2,Gelsolin-like domain
IPR012990,4,3,Sec23/Sec24 beta-sandwich
IPR029006,6,5,ADF-H/Gelsolin-like domain superfamily
IPR036180,6,5,Gelsolin-like domain superfamily
IPR037364,3,3,Protein transport protein Sec23
IPR005854,1,1,Amidophosphoribosyltransferase
IPR035584,1,1,"Amidophosphoribosyltransferase, N-terminal"
IPR001267,2,1,Thymidine kinase
IPR020633,1,1,"Thymidine kinase, conserved site"
IPR039875,1,1,Leukocyte receptor cluster member 1-like
IPR043196,1,1,Leucine-rich repeat-containing protein 51
IPR013869,1,0,Protein of unknown function DUF1757
IPR021935,1,1,"Small G protein signalling modulator 1/2, Rab-binding domain"
IPR040330,2,0,LYR motif-containing protein 1
IPR000133,2,1,ER lumen protein retaining receptor
IPR040626,4,3,"Cytosolic carboxypeptidase, N-terminal"
IPR008153,1,1,Gamma-adaptin ear (GAE) domain
IPR017107,1,1,"Adaptor protein complex AP-1, gamma subunit"
IPR005999,1,1,Glycerol kinase
IPR022085,1,0,Oxopyrrolidines biosynthesis cluster protein G
IPR024687,1,1,"MMS19, C-terminal"
IPR029240,1,1,"MMS19, N-terminal"
IPR039920,1,1,DNA repair/transcription protein MET18/MMS19
IPR006636,4,3,Heat shock chaperonin-binding
IPR044208,1,0,Peptidyl-prolyl cis-trans isomerase FKBP19-like
IPR004441,1,0,RNA methyltransferase TrmH family
IPR013123,1,0,"RNA 2-O ribose methyltransferase, substrate binding"
IPR002815,4,1,Spo11/DNA topoisomerase VI subunit A
IPR013048,1,0,"Meiotic recombination, Spo11"
IPR013049,3,0,"Spo11/DNA topoisomerase VI, subunit A, N-terminal"
IPR034136,3,1,"Topoisomerase 6 subunit A/Spo11, TOPRIM domain"
IPR036078,4,1,Spo11/DNA topoisomerase VI subunit A superfamily
IPR004085,2,0,"DNA topoisomerase VI, subunit A"
IPR003378,2,2,Fringe-like
IPR003609,3,2,PAN/Apple domain
IPR003448,1,0,Molybdopterin biosynthesis MoaE
IPR028888,1,0,"Molybdopterin synthase catalytic subunit, eukaryotes"
IPR036563,1,0,Molybdopterin biosynthesis MoaE subunit superfamily
IPR007207,1,0,"CCR4-Not complex component, Not N-terminal domain"
IPR012270,1,0,"CCR4-NOT complex, subunit 3/ 5"
IPR044971,1,0,"Stress enhanced protein 1/2, chloroplastic"
IPR026502,3,0,Histone RNA stem-loop-binding protein SLBP1/SLBP2
IPR029344,3,0,"Histone RNA hairpin-binding protein, RNA-binding domain"
IPR038294,3,0,"SLBP, RNA-binding domain superfamily"
IPR002792,1,0,TRAM domain
IPR005839,1,0,Methylthiotransferase
IPR006463,1,0,tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase MiaB
IPR013848,2,1,"Methylthiotransferase, N-terminal"
IPR020612,1,0,"Methylthiotransferase, conserved site"
IPR023404,4,1,"Radical SAM, alpha/beta horseshoe"
IPR038135,2,1,"Methylthiotransferase, N-terminal domain superfamily"
IPR022143,1,0,Protein of unknown function DUF3675
IPR033275,1,0,E3 ubiquitin-protein ligase MARCH-like
IPR010666,5,2,"Zinc finger, GRF-type"
IPR019387,3,0,SAYSvFN domain
IPR039159,3,0,SAYSvFN domain-containing protein 1
IPR013921,1,0,"Mediator complex, subunit Med20"
IPR007705,1,0,"Vesicle transport v-SNARE, N-terminal"
IPR038407,1,1,"Vesicle transport v-SNARE, N-terminal domain superfamily"
IPR002156,3,1,Ribonuclease H domain
IPR027445,2,0,
IPR028926,2,0,"CEP76, C2 domain"
IPR007319,2,0,"Small-subunit processome, Utp21"
IPR010490,1,0,Conserved oligomeric Golgi complex subunit 6
IPR008847,2,1,Suppressor of forked
IPR002343,2,1,Paraneoplastic encephalomyelitis antigen
IPR001365,2,1,Adenosine deaminase domain
IPR006329,1,0,AMP deaminase
IPR006650,1,0,Adenosine/AMP deaminase active site
IPR034361,1,0,"PHIP1, RNA recognition motif 1"
IPR011041,1,0,Soluble quinoprotein glucose/sorbosone dehydrogenase
IPR037289,1,1,Elongator complex protein 2
IPR037740,1,1,
IPR040961,1,1,Cop9 signalosome subunit 5 C-terminal domain
IPR028468,1,0,"Smc1, ATP-binding cassette domain"
IPR007149,1,1,Leo1-like protein
IPR044769,1,1,"1-phosphatidylinositol-3-phosphate 5-kinase, PIPK catalytic domain"
IPR008027,1,2,Cytochrome b-c1 complex subunit 9
IPR036656,1,2,Cytochrome b-c1 complex subunit 9 superfamily
IPR013957,1,1,U4/U6.U5 small nuclear ribonucleoprotein 27kDa protein
IPR030844,3,1,PAN2-PAN3 deadenylation complex subunit PAN3
IPR041332,2,1,Pan3 pseudokinase domain
IPR002695,1,1,Bifunctional purine biosynthesis protein PurH-like
IPR024051,1,1,"AICAR transformylase, duplicated domain superfamily"
IPR032297,3,2,Torus domain
IPR039171,3,1,Pre-mRNA-splicing factor Cwc2/Slt11
IPR044218,1,1,Protein SWEETIE
IPR035697,1,1,"DNA-directed RNA polymerase III subunit RPC1, N-terminal"
IPR035698,1,1,"DNA-directed RNA polymerase III subunit RPC1, C-terminal"
IPR001154,2,1,"DNA topoisomerase II, eukaryotic-type"
IPR001241,3,2,"DNA topoisomerase, type IIA"
IPR002205,4,2,"DNA topoisomerase, type IIA, domain A"
IPR013506,3,2,"DNA topoisomerase, type IIA, subunit B, domain 2"
IPR013757,4,2,"DNA topoisomerase, type IIA, alpha-helical domain superfamily"
IPR013758,4,2,"DNA topoisomerase, type IIA, domain A, alpha-beta"
IPR013759,3,2,"DNA topoisomerase, type IIA, subunit B, C-terminal"
IPR013760,5,3,"DNA topoisomerase, type IIA-like domain superfamily"
IPR018522,3,2,"DNA topoisomerase, type IIA, conserved site"
IPR031660,2,1,C-terminal associated domain of TOPRIM
IPR034157,2,1,"DNA topoisomerase 2, TOPRIM domain"
IPR044624,5,2,Tetratricopeptide-like repeat protein Mbb1-like
IPR018731,1,1,"Autophagy-related protein 13, N-terminal"
IPR040182,1,1,Autophagy-related protein 13
IPR019401,1,0,"Zinc finger, CHCC-type"
IPR032319,4,2,"Polyribonucleotide 5'-hydroxyl-kinase Clp1, P-loop domain"
IPR045116,4,2,Polyribonucleotide 5-hydroxyl-kinase Clp1/Grc3
IPR002452,1,1,Alpha tubulin
IPR004083,2,2,Regulatory associated protein of TOR
IPR029347,2,1,"Raptor, N-terminal CASPase-like domain"
IPR007599,2,2,Derlin
IPR000246,4,1,"Peptidase T2, asparaginase 2"
IPR005635,2,1,"Inner centromere protein, ARK-binding domain"
IPR039130,2,1,
IPR002008,2,1,"DNA polymerase family X, beta-like"
IPR002054,3,2,DNA-directed DNA polymerase X
IPR018944,3,2,"DNA polymerase lambda, fingers domain"
IPR022312,3,2,DNA polymerase family X
IPR028207,2,1,"DNA polymerase beta, palm domain"
IPR037160,2,1,"DNA polymerase, thumb domain superfamily"
IPR038739,1,1,Armadillo-type fold containing protein ARMC8/Vid28
IPR011632,1,1,Domain of unknown function DUF1601
IPR000891,3,3,Pyruvate carboxyltransferase
IPR043594,1,1,HMG-CoA lyase
IPR019185,1,1,Integral membrane protein SYS1-related
IPR007225,1,1,Exocyst complex component EXOC6/Sec15
IPR042044,4,2,"EXOC6/PINT-1/Sec15/Tip20, C-terminal, domain 2"
IPR042045,1,1,"Exocyst complex component EXOC6/Sec15, C-terminal, domain 1"
IPR000687,2,2,RIO kinase
IPR017407,1,1,Serine/threonine-protein kinase Rio1
IPR018935,1,1,"RIO kinase, conserved site"
IPR004403,1,1,Peptide chain release factor eRF1/aRF1
IPR005140,2,2,eRF1 domain 1/Pelota-like
IPR005141,2,2,eRF1 domain 2
IPR005142,2,2,eRF1 domain 3
IPR024049,1,1,"eRF1, domain 1"
IPR042226,2,2,"eRF1, domain 2 superfamily"
IPR000156,2,2,Ran binding domain
IPR015007,1,1,"Nuclear pore complex, NUP2/50/61"
IPR004333,2,1,SBP domain
IPR036893,2,1,SBP domain superfamily
IPR044817,2,2,Squamosa promoter-binding-like protein
IPR010561,1,1,Protein LIN-9/Protein ALWAYS EARLY
IPR033471,1,1,DIRP domain
IPR009447,1,0,Phosphatidylinositol anchor biosynthesis protein PIGW/GWT1
