,T. sp. A48,T. SL0000003,descriptions
PF18110,1,1,BRCC36 C-terminal helical domain
PF05991,2,1,YacP-like NYN domain
PF01078,2,0,"Magnesium chelatase, subunit ChlI"
PF00854,1,0,POT family
PF05859,1,1,Mis12 protein
PF05096,1,1,Glutamine cyclotransferase
PF08801,1,1,Nup133 N terminal like
PF01000,4,2,RNA polymerase Rpb3/RpoA insert domain
PF02487,2,1,CLN3 protein
PF11815,1,1,Domain of unknown function (DUF3336)
PF13527,1,1,Acetyltransferase (GNAT) domain
PF14713,1,1,Domain of unknown function (DUF4464)
PF16740,1,1,Spindle and kinetochore-associated protein 2
PF00635,1,1,MSP (Major sperm protein) domain
PF09341,1,0,Transcription factor Pcc1
PF18126,1,1,Mitochondrial ribosomal protein mL59
PF05093,1,1,"Cytokine-induced anti-apoptosis inhibitor 1, Fe-S biogenesis"
PF04959,1,1,Arsenite-resistance protein 2
PF12066,1,1,"SERRATE/Ars2, N-terminal domain"
PF08790,1,0,LYAR-type C2HC zinc finger
PF00465,1,1,Iron-containing alcohol dehydrogenase
PF05197,1,0,TRIC channel
PF00989,3,3,PAS fold
PF13188,1,2,PAS domain
PF05712,1,1,MRG
PF13896,2,2,Glycosyl-transferase for dystroglycan
PF04086,1,1,"Signal recognition particle, alpha subunit, N-terminal"
PF04357,2,1,"TamB, inner membrane protein subunit of TAM complex"
PF02403,2,2,Seryl-tRNA synthetase N-terminal domain
PF03747,3,2,ADP-ribosylglycohydrolase
PF01202,2,2,Shikimate kinase
PF08767,1,1,CRM1 C terminal
PF18777,1,1,Chromosome region maintenance or exportin repeat
PF18784,1,1,CRM1 / Exportin repeat 2
PF18787,1,1,CRM1 / Exportin repeat 3
PF05048,1,0,Periplasmic copper-binding protein (NosD)
PF12708,1,2,Pectate lyase superfamily protein
PF16974,1,0,"High-affinity nitrate transporter accessory, Ig-like domain"
PF12550,1,2,Transcriptional activator of glycolytic enzymes
PF12317,1,1,Intraflagellar transport complex B protein 46 C terminal
PF03453,2,1,MoeA N-terminal region (domain I and II)
PF03454,1,1,MoeA C-terminal region (domain IV)
PF03239,1,1,Iron permease FTR1 family
PF05450,1,1,Nicastrin
PF18266,1,1,Nicastrin small lobe
PF01491,1,1,Frataxin-like domain
PF03911,1,0,Sec61beta family
PF16760,1,1,Starch/carbohydrate-binding module (family 53)
PF16078,1,1,2-oxoglutarate dehydrogenase N-terminus
PF07529,3,2,HSA domain
PF04922,1,0,DIE2/ALG10 family
PF11460,1,1,Protein of unknown function (DUF3007)
PF04172,1,1,LrgB-like family
PF10348,1,0,Domain of unknown function (DUF2427)
PF11317,1,1,Protein of unknown function (DUF3119)
PF14845,1,1,beta-acetyl hexosaminidase like
PF08294,1,1,TIM21
PF12530,4,1,"Focadhesin/RST1, DUF3730"
PF08856,2,0,Protein of unknown function (DUF1826)
PF01747,1,1,ATP-sulfurylase
PF14306,1,1,PUA-like domain
PF13926,1,1,Domain of unknown function (DUF4211)
PF00953,1,1,Glycosyl transferase family 4
PF01071,1,1,"Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain"
PF02843,1,1,"Phosphoribosylglycinamide synthetase, C domain"
PF02844,1,1,"Phosphoribosylglycinamide synthetase, N domain"
PF11947,1,1,Photosynthesis affected mutant 68
PF05477,1,0,Surfeit locus protein 2 (SURF2)
PF01496,1,1,V-type ATPase 116kDa subunit family
PF01894,1,1,Uncharacterised protein family UPF0047
PF01215,1,1,Cytochrome c oxidase subunit Vb
PF16528,1,1,Exocyst component 84 C-terminal
PF09347,2,2,Domain of unknown function (DUF1989)
PF04176,1,1,TIP41-like family
PF12895,2,1,"Anaphase-promoting complex, cyclosome, subunit 3"
PF19031,1,0,"First Longin domain of INTU, CCZ1 and HPS4"
PF19033,1,1,Intu longin-like domain 3
PF06479,1,1,Ribonuclease 2-5A
PF13185,1,1,GAF domain
PF03423,1,0,Carbohydrate binding domain (family 25)
PF19259,1,3,Ty3 transposon capsid-like protein
PF08718,3,1,Glycolipid transfer protein (GLTP)
PF02268,1,0,"Transcription initiation factor IIA, gamma subunit, helical domain"
PF02751,2,0,"Transcription initiation factor IIA, gamma subunit"
PF06984,1,0,Mitochondrial 39-S ribosomal protein L47 (MRP-L47)
PF01134,1,1,Glucose inhibited division protein A
PF13932,2,2,tRNA modifying enzyme MnmG/GidA C-terminal domain
PF02135,2,0,TAZ zinc finger
PF08214,1,0,Histone acetylation protein
PF07047,1,1,Optic atrophy 3 protein (OPA3)
PF06248,1,1,Centromere/kinetochore Zw10
PF13091,1,1,PLD-like domain
PF08351,1,1,"tRNA(Met) cytidine acetyltransferase TmcA, N-terminal"
PF13718,1,1,GNAT acetyltransferase 2
PF13725,1,1,Possible tRNA binding domain
PF02482,1,1,Sigma 54 modulation protein / S30EA ribosomal protein
PF16321,1,1,Sigma 54 modulation/S30EA ribosomal protein C terminus
PF10270,1,0,Membrane magnesium transporter
PF08669,1,1,Glycine cleavage T-protein C-terminal barrel domain
PF01159,1,1,Ribosomal protein L6e
PF14977,1,0,FAM194 protein
PF03486,1,1,HI0933-like protein
PF01192,1,1,RNA polymerase Rpb6
PF01174,1,2,SNO glutamine amidotransferase family
PF02446,1,1,4-alpha-glucanotransferase
PF11911,1,0,Protein of unknown function (DUF3429)
PF02127,1,1,Aminopeptidase I zinc metalloprotease (M18)
PF17874,1,0,MalT-like TPR region
PF11264,1,1,Thylakoid formation protein
PF14196,3,0,L-2-amino-thiazoline-4-carboxylic acid hydrolase
PF00034,1,1,Cytochrome c
PF13907,1,1,Domain of unknown function (DUF4208)
PF11187,1,0,Mbeg1-like
PF11016,1,1,Protein of unknown function (DUF2854)
PF11707,1,0,Ribosome 60S biogenesis N-terminal
PF16201,1,1,Nucleolar pre-ribosomal-associated protein 1
PF14844,2,0,PH domain associated with Beige/BEACH
PF15787,2,1,"Neurobeachin/BDCP, DUF4704 alpha solenoid region"
PF20425,2,1,Neurobeachin alpha solenoid region
PF20426,2,1,Neurobeachin beta propeller domain
PF01247,1,1,Ribosomal protein L35Ae
PF07065,1,1,D123
PF02694,1,0,"Uncharacterised BCR, YnfA/UPF0060 family"
PF07304,1,0,Steroid receptor RNA activator (SRA1)
PF09258,2,1,Glycosyl transferase family 64 domain
PF05768,1,1,Glutaredoxin-like domain (DUF836)
PF04729,2,1,ASF1 like histone chaperone
PF11559,2,1,Afadin- and alpha -actinin-Binding
PF03493,1,1,Calcium-activated BK potassium channel alpha subunit
PF01430,1,1,Hsp33 protein
PF14829,1,1,Glycerol-3-phosphate acyltransferase N-terminal
PF00347,2,2,Ribosomal protein L6
PF02670,1,1,1-deoxy-D-xylulose 5-phosphate reductoisomerase
PF08436,1,1,1-deoxy-D-xylulose 5-phosphate reductoisomerase C-terminal domain
PF13288,1,1,DXP reductoisomerase C-terminal domain
PF09118,2,2,"Galactose oxidase-like, Early set domain"
PF08170,2,0,POPLD (NUC188) domain
PF13331,1,0,Domain of unknown function (DUF4093)
PF02298,1,0,Plastocyanin-like domain
PF05183,4,0,RNA dependent RNA polymerase
PF02417,1,1,Chromate transporter
PF01043,3,2,SecA preprotein cross-linking domain
PF07517,3,2,SecA DEAD-like domain
PF02540,1,1,NAD synthase
PF20470,3,0,Helix-turn-helix domain
PF14938,2,1,"Soluble NSF attachment protein, SNAP"
PF10558,1,0,Mitochondrial 18 KDa protein (MTP18)
PF12900,1,0,Pyridoxamine 5'-phosphate oxidase
PF00639,3,2,PPIC-type PPIASE domain
PF13145,1,0,PPIC-type PPIASE domain
PF13616,3,2,PPIC-type PPIASE domain
PF16864,1,0,Dimerisation domain
PF12452,2,0,Protein of unknown function (DUF3685)
PF17215,1,0,S1 domain
PF13366,2,1,PD-(D/E)XK nuclease superfamily
PF11901,1,0,Protein of unknown function (DUF3421)
PF01321,1,0,Creatinase/Prolidase N-terminal domain
PF16188,1,0,C-terminal region of peptidase_M24
PF16189,1,0,Creatinase/Prolidase N-terminal domain
PF09816,1,0,RNA polymerase II transcription elongation factor
PF02733,2,1,Dak1 domain
PF02734,1,1,DAK2 domain
PF10236,1,1,Mitochondrial ribosomal death-associated protein 3
PF09745,1,1,"Nuclear speckle splicing regulatory protein 1, N-terminal"
PF02074,1,1,Carboxypeptidase Taq (M32) metallopeptidase
PF14791,1,1,DNA polymerase beta thumb
PF01250,2,1,Ribosomal protein S6
PF00275,1,1,EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)
PF12036,1,0,Protein of unknown function (DUF3522)
PF12726,1,1,SEN1 N terminal
PF01902,1,0,Diphthamide synthase
PF06799,1,1,Conserved in the green lineage and diatoms 27
PF01450,1,1,"Acetohydroxy acid isomeroreductase, catalytic domain"
PF07991,1,1,"Acetohydroxy acid isomeroreductase, NADPH-binding domain"
PF02441,1,1,Flavoprotein
PF10187,1,1,"FAM192A/Fyv6, N-terminal domain"
PF00281,1,0,Ribosomal protein L5
PF00673,1,1,ribosomal L5P family C-terminus
PF00996,1,1,GDP dissociation inhibitor
PF07574,2,1,Nse1 non-SMC component of SMC5-6 complex
PF09725,1,1,Folate-sensitive fragile site protein Fra10Ac1
PF05148,2,1,Hypothetical methyltransferase
PF07977,1,1,FabA-like domain
PF06422,1,0,CDR ABC transporter
PF10232,2,0,Mediator of RNA polymerase II transcription complex subunit 8
PF13848,1,1,Thioredoxin-like domain
PF07699,2,1,Tyrosine-protein kinase ephrin type A/B receptor-like
PF11923,1,0,NFACT protein C-terminal domain
PF09785,1,0,Prp31 C terminal domain
PF13302,2,0,Acetyltransferase (GNAT) domain
PF07819,3,1,PGAP1-like protein
PF01930,1,1,Domain of unknown function DUF83
PF08696,1,1,DNA replication factor Dna2
PF00932,1,1,Lamin Tail Domain
PF00088,1,0,Trefoil (P-type) domain
PF16863,1,0,"N-terminal barrel of NtMGAM and CtMGAM, maltase-glucoamylase"
PF10181,1,0,"GPI-GlcNAc transferase complex, PIG-H component"
PF06441,1,1,Epoxide hydrolase N terminus
PF05007,2,1,Mannosyltransferase (PIG-M)
PF18264,1,0,CXC domain
PF08325,2,2,WLM domain
PF08315,1,1,cwf18 pre-mRNA splicing factor
PF10471,1,0,Anaphase-promoting complex APC subunit CDC26
PF04177,2,1,TAP42-like family
PF01027,2,2,Inhibitor of apoptosis-promoting Bax1
PF08152,2,2,GUCT (NUC152) domain
PF07223,1,1,UBA-like domain (DUF1421)
PF01257,1,1,Thioredoxin-like [2Fe-2S] ferredoxin
PF02845,1,1,CUE domain
PF10255,1,1,RNA polymerase I-associated factor PAF67
PF07942,2,1,Carnosine N-methyltransferase
PF10138,1,0,vWA found in TerF C terminus
PF08163,1,1,"DNA-dependent protein kinase catalytic subunit, CC3"
PF19704,1,1,"DNA-PKcs, CC5"
PF20500,1,1,"DNA-PKcs, N-terminal"
PF18086,2,1,Diphosphoinositol pentakisphosphate kinase 2 N-terminal domain
PF15104,1,1,Domain of unknown function (DUF4558)
PF09811,2,1,"Essential protein Yae1, N terminal"
PF01276,3,0,"Orn/Lys/Arg decarboxylase, major domain"
PF01259,1,0,SAICAR synthetase
PF14363,1,1,Domain associated at C-terminal with AAA
PF01985,1,1,CRS1 / YhbY (CRM) domain
PF05652,1,0,Scavenger mRNA decapping enzyme (DcpS) N-terminal
PF02427,1,1,Photosystem I reaction centre subunit IV / PsaE
PF06862,2,1,"Utp25, U3 small nucleolar RNA-associated SSU processome protein 25"
PF12166,1,1,"Piezo non-specific cation channel, R-Ras-binding domain"
PF08620,1,1,"RPAP1-like, C-terminal"
PF08621,1,1,"RPAP1-like, N-terminal"
PF00410,1,1,Ribosomal protein S8
PF06212,1,1,GRIM-19 protein
PF02223,1,1,Thymidylate kinase
PF08328,1,2,Adenylosuccinate lyase C-terminal
PF01019,2,3,Gamma-glutamyltranspeptidase
PF03602,3,2,Conserved hypothetical protein 95
PF04006,2,2,Mpp10 protein
PF00384,1,0,Molybdopterin oxidoreductase
PF09326,1,1,"NADH-ubiquinone oxidoreductase subunit G, C-terminal"
PF10588,1,1,NADH-ubiquinone oxidoreductase-G iron-sulfur binding region
PF03200,2,0,Glycosyl hydrolase family 63 C-terminal domain
PF16923,2,1,Glycosyl hydrolase family 63 N-terminal domain
PF03630,1,1,Fumble
PF07035,1,1,Colon cancer-associated protein Mic1-like
PF10163,1,0,Transcription factor e(y)2
PF05873,1,1,"ATP synthase D chain, mitochondrial (ATP5H)"
PF19078,2,0,Bacterial Ig-like domain
PF12701,1,1,Scd6-like Sm domain
PF01187,1,1,Macrophage migration inhibitory factor (MIF)
PF10211,1,1,Axonemal dynein light chain
PF00677,1,2,Lumazine binding domain
PF01903,1,1,CbiX
PF00538,2,2,linker histone H1 and H5 family
PF00031,1,1,Cystatin domain
PF16845,1,1,Aspartic acid proteinase inhibitor
PF14204,1,0,Ribosomal L18 C-terminal region
PF17144,1,0,"Ribosomal large subunit proteins 60S L5, and 50S L18"
PF16886,1,0,ATPsynthase alpha/beta subunit N-term extension
PF04037,1,1,Domain of unknown function (DUF382)
PF03942,1,0,DTW domain
PF08670,1,1,MEKHLA domain
PF02291,1,1,"Transcription initiation factor IID, 31kD subunit"
PF06325,1,1,Ribosomal protein L11 methyltransferase (PrmA)
PF03733,1,1,Inner membrane component domain
PF11919,1,1,Domain of unknown function (DUF3437)
PF10373,1,1,Est1 DNA/RNA binding domain
PF10374,1,1,Telomerase activating protein Est1
PF17135,1,1,Ribosomal protein 60S L18 and 50S L18e
PF01251,1,1,Ribosomal protein S7e
PF10513,1,1,Enhancer of polycomb-like
PF03587,1,1,EMG1/NEP1 methyltransferase
PF07092,1,1,Protein of unknown function (DUF1356)
PF01374,1,1,Glycosyl hydrolase family 46
PF16457,1,0,Pleckstrin homology domain
PF09996,2,1,Uncharacterized protein conserved in bacteria (DUF2237)
PF01165,1,0,Ribosomal protein S21
PF10303,1,1,Protein of unknown function (DUF2408)
PF04104,1,1,"Eukaryotic and archaeal DNA primase, large subunit"
PF02626,1,0,"Carboxyltransferase domain, subdomain A and B"
PF02682,1,1,"Carboxyltransferase domain, subdomain C and D"
PF08606,1,1,Prp19/Pso4-like
PF08079,1,1,Ribosomal L30 N-terminal domain
PF04857,1,1,CAF1 family ribonuclease
PF06487,1,1,Sin3 associated polypeptide p18 (SAP18)
PF09739,2,0,Mini-chromosome maintenance replisome factor
PF04232,1,1,Stage V sporulation protein S (SpoVS)
PF02330,1,1,Mitochondrial glycoprotein
PF17921,1,0,Integrase zinc binding domain
PF03741,2,1,Integral membrane protein TerC family
PF11875,1,1,"DnaJ-like protein C11, C-terminal"
PF16205,1,1,Ribosomal_S17 N-terminal
PF10516,1,1,SHNi-TPR
PF07443,1,1,HepA-related protein (HARP)
PF05005,2,1,Janus/Ocnus family (Ocnus)
PF04802,1,1,Phosphatase 4 regulatory subunit 3
PF04841,1,0,"Vps16, N-terminal region"
PF11995,2,1,Domain of unknown function (DUF3490)
PF12585,1,2,Protein of unknown function (DUF3759)
PF05726,2,2,Pirin C-terminal cupin domain
PF03235,2,1,Protein of unknown function DUF262
PF08545,1,1,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III
PF02137,1,0,Adenosine-deaminase (editase) domain
PF02598,1,1,Putative RNA methyltransferase
PF08572,1,1,pre-mRNA processing factor 3 (PRP3)
PF00956,1,1,Nucleosome assembly protein (NAP)
PF03870,1,1,RNA polymerase Rpb8
PF13869,2,1,Nucleotide hydrolase
PF03265,1,1,Deoxyribonuclease II
PF12464,1,1,Maltose acetyltransferase
PF14602,2,2,Hexapeptide repeat of succinyl-transferase
PF03368,1,1,Dicer dimerisation domain
PF01866,1,2,Putative diphthamide synthesis protein
PF00543,1,1,Nitrogen regulatory protein P-II
PF08355,1,1,EF hand associated
PF08356,1,1,EF hand associated
PF00199,1,2,Catalase
PF06628,1,2,Catalase-related immune-responsive
PF05994,1,1,Cytoplasmic Fragile-X interacting family
PF09320,1,1,Domain of unknown function (DUF1977)
PF18005,1,0,"eIF3 subunit M, C-terminal helix"
PF19050,3,1,PhoD related phosphatase
PF00920,2,1,Dehydratase family
PF01301,1,1,Glycosyl hydrolases family 35
PF00643,1,0,B-box zinc finger
PF05637,1,1,galactosyl transferase GMA12/MNN10 family
PF01204,2,1,Trehalase
PF01367,2,1,"5'-3' exonuclease, C-terminal SAM fold"
PF02739,2,1,"5'-3' exonuclease, N-terminal resolvase-like domain"
PF13477,1,0,Glycosyl transferase 4-like
PF12816,3,1,Golgi CORVET complex core vacuolar protein 8
PF07889,1,1,Protein of unknown function (DUF1664)
PF09797,1,1,N-acetyltransferase B complex (NatB) non catalytic subunit
PF04484,1,1,QWRF family
PF09713,1,1,Plant protein 1589 of unknown function (A_thal_3526)
PF01812,1,1,5-formyltetrahydrofolate cyclo-ligase family
PF20522,1,1,Domain of unknown function (DUF6737)
PF03676,2,0,Phagosome assembly factor 1
PF00862,1,1,Sucrose synthase
PF14675,1,1,FANCI solenoid 1
PF14676,1,1,FANCI solenoid 2
PF14678,1,1,FANCI solenoid 4
PF14680,1,1,FANCI helical domain 2
PF09079,1,0,"CDC6, C terminal winged helix domain"
PF18073,1,0,Rubredoxin metal binding domain
PF19114,1,1,EsV-1-7 cysteine-rich motif
PF09113,2,1,"Peptide-N-glycosidase F, C terminal"
PF13452,1,1,N-terminal half of MaoC dehydratase
PF01814,1,1,Hemerythrin HHE cation binding domain
PF09334,1,2,tRNA synthetases class I (M)
PF07063,1,1,Domain of unknown function (DUF1338)
PF01876,1,0,RNase P subunit p30
PF00717,1,0,Peptidase S24-like
PF16746,1,1,BAR domain of APPL family
PF04551,1,1,GcpE protein
PF00018,2,1,SH3 domain
PF07653,2,1,Variant SH3 domain
PF14604,2,1,Variant SH3 domain
PF05514,1,1,HR-like lesion-inducing
PF07681,1,1,DoxX
PF19037,1,1,"Second Longin domain of FUZ, MON1 and HPS1"
PF19038,1,0,"Third Longin domain of FUZ, MON1 and HPS1"
PF05042,1,1,Caleosin related protein
PF08492,1,1,SRP72 RNA-binding domain
PF17004,1,1,Putative TPR-like repeat
PF07516,1,1,SecA Wing and Scaffold domain
PF00445,1,1,Ribonuclease T2 family
PF02666,1,1,Phosphatidylserine decarboxylase
PF00075,1,0,RNase H
PF01152,2,1,Bacterial-like globin
PF03501,1,1,Plectin/S10 domain
PF07452,2,1,CHRD domain
PF04819,1,1,Family of unknown function (DUF716)
PF14605,1,1,Nup53/35/40-type RNA recognition motif
PF08209,1,1,Sgf11 (transcriptional regulation protein)
PF05479,1,1,Photosystem I reaction centre subunit N (PSAN or PSI-N)
PF02806,1,1,"Alpha amylase, C-terminal all-beta domain"
PF09511,1,1,RNA ligase
PF02979,1,1,"Nitrile hydratase, alpha chain"
PF04678,1,0,Mitochondrial calcium uniporter
PF04557,1,1,"Glutaminyl-tRNA synthetase, non-specific RNA binding region part 2"
PF04558,1,1,"Glutaminyl-tRNA synthetase, non-specific RNA binding region part 1"
PF04107,1,0,Glutamate-cysteine ligase family 2(GCS2)
PF09333,1,1,Autophagy-related protein C terminal domain
PF08638,1,0,Mediator complex subunit MED14
PF02104,1,0,SURF1 family
PF08164,1,0,"Apoptosis-antagonizing transcription factor, C-terminal"
PF13339,1,0,Apoptosis antagonizing transcription factor
PF04836,2,0,Interferon-related protein conserved region
PF05004,2,0,Interferon-related developmental regulator (IFRD)
PF01191,1,0,"RNA polymerase Rpb5, C-terminal domain"
PF03871,1,0,"RNA polymerase Rpb5, N-terminal domain"
PF02542,1,0,YgbB family
PF05971,1,0,RNA methyltransferase
PF06093,1,0,Spt4/RpoE2 zinc finger
PF02825,0,1,WWE domain
PF08969,0,1,USP8 dimerisation domain
PF00754,0,1,F5/8 type C domain
PF15072,0,1,Homologous recombination OB-fold protein
PF08615,0,1,Ribonuclease H2 non-catalytic subunit (Ylr154p-like)
PF09446,0,1,VMA21-like domain
PF03023,0,1,Lipid II flippase MurJ
PF07720,0,1,Tetratricopeptide repeat
PF00394,0,1,Multicopper oxidase
PF11443,0,2,Domain of unknown function (DUF2828)
PF13912,0,1,C2H2-type zinc finger
PF04886,0,1,PT repeat
PF03114,0,1,BAR domain
PF04667,0,1,cAMP-regulated phosphoprotein/endosulfine conserved region
PF10508,0,1,Proteasome non-ATPase 26S subunit
PF05206,0,1,Methyltransferase TRM13
PF12763,0,1,Cytoskeletal-regulatory complex EF hand
PF11034,0,1,Glucose-repressible protein Grg1
PF14932,0,1,HAUS augmin-like complex subunit 3
PF09786,0,1,"Cytochrome B561, N terminal"
PF01663,0,1,Type I phosphodiesterase / nucleotide pyrophosphatase
PF08003,0,1,Protein of unknown function (DUF1698)
PF08031,0,1,Berberine and berberine like
PF01386,0,1,Ribosomal L25p family
PF08647,0,1,BRE1 E3 ubiquitin ligase
PF04145,0,1,Ctr copper transporter family
PF12430,0,1,Abscisic acid G-protein coupled receptor
PF08064,0,1,UME (NUC010) domain
PF08600,0,1,Rsm1-like
PF13392,0,1,HNH endonuclease
PF02992,0,1,Transposase family tnp2
PF02906,0,1,"Iron only hydrogenase large subunit, C-terminal domain"
PF03248,0,1,Rer1 family
PF09749,0,1,Uncharacterised conserved protein
PF05053,0,1,Menin
PF04061,0,1,ORMDL family
PF18785,0,1,Invertebrate-AID/APOBEC-deaminase
PF03479,0,1,Plants and Prokaryotes Conserved (PCC) domain
PF17786,0,1,Mannosidase Ig/CBM-like domain
PF14931,0,1,"Intraflagellar transport complex B, subunit 20"
PF01784,0,1,NIF3 (NGG1p interacting factor 3)
PF06246,0,1,Isy1-like splicing family
PF13299,0,1,Cleavage and polyadenylation factor 2 C-terminal
PF06821,0,1,Serine hydrolase
PF13155,0,1,Toprim-like
PF11894,0,1,"Nuclear pore complex scaffold, nucleoporins 186/192/205"
PF00042,0,1,Globin
PF00120,0,1,"Glutamine synthetase, catalytic domain"
PF06155,0,1,"Gamma-butyrobetaine hydroxylase-like, N-terminal"
PF00182,0,1,Chitinase class I
PF12554,0,1,Mitotic-spindle organizing gamma-tubulin ring associated
PF00668,0,2,Condensation domain
PF02631,0,1,RecX family
PF13948,0,1,Domain of unknown function (DUF4215)
PF14853,0,1,Fis1 C-terminal tetratricopeptide repeat
PF04848,0,1,Poxvirus A22 protein
PF13962,0,1,Domain of unknown function
PF02389,0,1,Cornifin (SPRR) family
PF02941,0,1,Ferredoxin thioredoxin reductase variable alpha chain
PF11528,0,1,Protein of unknown function (DUF3224)
PF01273,0,1,"LBP / BPI / CETP family, N-terminal domain"
PF12641,0,1,Flavodoxin domain
PF19298,0,1,3-Ketosteroid 9alpha-hydroxylase C-terminal domain
PF18016,0,1,SAM domain (Sterile alpha motif)
PF14539,0,1,Domain of unknown function (DUF4442)
PF10453,0,1,Nuclear fragile X mental retardation-interacting protein 1 (NUFIP1)
PF20510,0,1,"Homogentisate 1,2-dioxygenase N-terminal"
PF17683,0,1,"TFIIF, beta subunit N-terminus"
PF17733,0,1,Family of unknown function (DUF5572)
PF09751,0,1,Nuclear protein Es2
PF06032,0,1,Protein of unknown function (DUF917)
PF13456,0,1,Reverse transcriptase-like
PF07173,0,1,Glycine-rich domain-containing protein-like
PF04908,0,1,"SH3-binding, glutamic acid-rich protein"
PF14639,0,1,Holliday-junction resolvase-like of SPT6
PF09808,0,1,"Small nuclear RNA activating complex (SNAPc), subunit 1"
PF08817,0,1,"WXG100 protein secretion system (Wss), protein YukD"
PF12922,0,1,"non-SMC mitotic condensation complex subunit 1, N-term"
PF03331,0,1,UDP-3-O-acyl N-acetylglycosamine deacetylase
PF08592,0,1,Anthrone oxygenase
PF03815,0,1,LCCL domain
PF09733,0,1,VEFS-Box of polycomb protein
PF05869,0,1,DNA N-6-adenine-methyltransferase (Dam)
PF00016,0,1,"Ribulose bisphosphate carboxylase large chain, catalytic domain"
PF02788,0,1,"Ribulose bisphosphate carboxylase large chain, N-terminal domain"
PF00283,0,1,"Cytochrome b559, alpha (gene psbE) and beta (gene psbF)subunits"
PF00284,0,1,"Lumenal portion of Cytochrome b559, alpha (gene psbE) subunit"
PF00142,0,1,"4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family"
PF00223,0,1,Photosystem I psaA/psaB protein
PF04864,0,1,Allinase
PF05160,0,1,DSS1/SEM1 family
PF02144,0,1,Repair protein Rad1/Rec1/Rad17
PF13510,0,1,2Fe-2S iron-sulfur cluster binding domain
PF04383,0,3,KilA-N domain
PF14679,0,1,FANCI helical domain 1
