GeneID	scaffold:start-end	strand	length	description	Ortho Group	EggNog	BUSCO	Secreted	TransMembrane	Protease family	CAZyme family	Transcription factor	InterPro Domains	PFAM Domains	GO terms	SecMet Cluster	SMCOG
GTX0536PRED_006649	GTX0536_8:1036467-1042065	-	719	hypothetical protein											GO:0000287 magnesium ion binding; GO:0003824 catalytic activity; GO:0030955 potassium ion binding; GO:0004743 pyruvate kinase activity; GO:0006096 glycolytic process		
GTX0536PRED_006650	GTX0536_8:1042442-1054760	-	1888	hypothetical protein											GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
GTX0536PRED_006651	GTX0536_8:1055476-1056436	+	91	hypothetical protein													
GTX0536PRED_006651	GTX0536_8:1055476-1056033	+	91	hypothetical protein													
GTX0536PRED_006652	GTX0536_8:1058374-1060157	-	406	hypothetical protein											GO:0031072 heat shock protein binding; GO:0051082 unfolded protein binding; GO:0006457 protein folding		
GTX0536PRED_006652	GTX0536_8:1058730-1060157	-	311	hypothetical protein											GO:0031072 heat shock protein binding; GO:0051082 unfolded protein binding; GO:0006457 protein folding		
GTX0536PRED_006653	GTX0536_8:1060711-1061966	+	161	hypothetical protein													
GTX0536PRED_006654	GTX0536_8:1062181-1063791	+	127	hypothetical protein													
GTX0536PRED_006655	GTX0536_8:1065988-1074258	+	1086	hypothetical protein													
GTX0536PRED_006656	GTX0536_8:1075907-1080786	-	538	hypothetical protein													
GTX0536PRED_006657	GTX0536_8:1081331-1085152	-	523	hypothetical protein											GO:0020037 heme binding; GO:0006629 lipid metabolic process		
GTX0536PRED_006658	GTX0536_8:1085980-1087820	+	444	Diaminopimelate decarboxylase 1, chloroplastic											GO:0008836 diaminopimelate decarboxylase activity; GO:0003824 catalytic activity; GO:0009089 lysine biosynthetic process via diaminopimelate		
GTX0536PRED_006659	GTX0536_8:1088860-1092312	+	501	hypothetical protein											GO:0000159 protein phosphatase type 2A complex; GO:0019888 protein phosphatase regulator activity; GO:0005515 protein binding		
GTX0536PRED_006660	GTX0536_8:1092960-1100928	+	560	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_006661	GTX0536_8:1102883-1107265	+	824	hypothetical protein											GO:0003677 DNA binding		
GTX0536PRED_006662	GTX0536_8:1107632-1108099	+	104	hypothetical protein													
GTX0536PRED_006663	GTX0536_8:1111109-1111646	-	178	hypothetical protein													
GTX0536PRED_006664	GTX0536_8:1112526-1113395	+	232	hypothetical protein													
GTX0536PRED_006665	GTX0536_8:1113822-1114561	+	246	hypothetical protein													
GTX0536PRED_006666	GTX0536_8:1123787-1125470	+	236	hypothetical protein													
GTX0536PRED_006667	GTX0536_8:1126124-1129741	+	578	hypothetical protein											GO:0008236 serine-type peptidase activity; GO:0005515 protein binding; GO:0006508 proteolysis		
GTX0536PRED_006668	GTX0536_8:1130546-1134091	+	408	hypothetical protein													
GTX0536PRED_006669	GTX0536_8:1135562-1140764	-	555	hypothetical protein											GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
GTX0536PRED_006670	GTX0536_8:1141128-1143345	+	379	hypothetical protein											GO:0004401 histidinol-phosphatase activity; GO:0046855		
GTX0536PRED_006671	GTX0536_8:1144038-1150084	+	909	hypothetical protein											GO:0016021 membrane; GO:0000166 nucleotide binding; GO:0140603; GO:0005524 ATP binding; GO:0005215 transporter activity		
GTX0536PRED_006672	GTX0536_8:1150606-1159817	+	1034	hypothetical protein											GO:0003824 catalytic activity		
GTX0536PRED_006673	GTX0536_8:1162481-1166402	+	779	hypothetical protein											GO:0004843 cysteine-type deubiquitinase activity; GO:0016579 protein deubiquitination		
GTX0536PRED_006674	GTX0536_8:1167233-1169682	+	250	hypothetical protein													
GTX0536PRED_006675	GTX0536_8:1171018-1172269	+	149	hypothetical protein													
GTX0536PRED_006676	GTX0536_8:1172474-1174856	+	193	hypothetical protein													
GTX0536PRED_006677	GTX0536_8:1176192-1177200	+	107	hypothetical protein													
GTX0536PRED_006678	GTX0536_8:1179580-1190428	+	1309	hypothetical protein											GO:0016021 membrane; GO:0019829 ATPase-coupled monoatomic cation transmembrane transporter activity; GO:0000166 nucleotide binding; GO:0006812 monoatomic cation transport		
GTX0536PRED_006679	GTX0536_8:1190977-1192354	+	215	hypothetical protein													
GTX0536PRED_006679	GTX0536_8:1190977-1191966	+	201	hypothetical protein													
GTX0536PRED_006680	GTX0536_8:1192631-1193876	-	252	hypothetical protein													
GTX0536PRED_006681	GTX0536_8:1194556-1197242	-	317	hypothetical protein											GO:0003824 catalytic activity		
GTX0536PRED_006682	GTX0536_8:1197327-1198514	+	285	hypothetical protein											GO:0003690 double-stranded DNA binding; GO:0006355 regulation of DNA-templated transcription		
GTX0536PRED_006683	GTX0536_8:1200003-1201798	-	186	hypothetical protein											GO:0016021 membrane		
GTX0536PRED_006684	GTX0536_8:1202005-1206622	-	477	hypothetical protein											GO:0030145 manganese ion binding; GO:0070006 metalloaminopeptidase activity		
GTX0536PRED_006685	GTX0536_8:1208229-1224535	+	1439	hypothetical protein											GO:0004855 xanthine oxidase activity; GO:0051537 2 iron, 2 sulfur cluster binding; GO:0071949 FAD binding; GO:0004854 xanthine dehydrogenase activity; GO:0050660 flavin adenine dinucleotide binding; GO:0016491 oxidoreductase activity; GO:0046872 metal ion binding; GO:0051536 iron-sulfur cluster binding; GO:0005506 iron ion binding		
GTX0536PRED_006686	GTX0536_8:1225085-1226017	-	111	Sjoegren syndrome nuclear autoantigen 1													
GTX0536PRED_006687	GTX0536_8:1226362-1231393	+	395	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_006688	GTX0536_8:1232826-1233638	+	127	hypothetical protein											GO:0009522 photosystem I; GO:0016020 membrane; GO:0015979 photosynthesis		
GTX0536PRED_006689	GTX0536_8:1234506-1236514	-	286	hypothetical protein													
GTX0536PRED_006690	GTX0536_8:1238673-1241643	+	464	Eukaryotic translation initiation factor 2 subunit 3, Y-linked											GO:0000049 tRNA binding; GO:0003924 GTPase activity; GO:0005525 GTP binding		
GTX0536PRED_006691	GTX0536_8:1242603-1243194	+	120	hypothetical protein													
GTX0536PRED_006692	GTX0536_8:1243988-1248533	-	764	hypothetical protein											GO:0005515 protein binding; GO:0008168 methyltransferase activity; GO:0009452 7-methylguanosine RNA capping; GO:0001510 RNA methylation		
GTX0536PRED_006693	GTX0536_8:1248992-1250547	-	233	pre-rRNA-processing protein pno1											GO:0003723 RNA binding; GO:0003676 nucleic acid binding		
GTX0536PRED_006694	GTX0536_8:1250988-1251545	+	154	hypothetical protein											GO:0008270 zinc ion binding; GO:0003676 nucleic acid binding; GO:0006379 mRNA cleavage; GO:0006351 DNA-templated transcription		
GTX0536PRED_006695	GTX0536_8:1252713-1254634	-	346	hypothetical protein													
GTX0536PRED_006696	GTX0536_8:1255186-1255604	+	105	hypothetical protein													
GTX0536PRED_006697	GTX0536_8:1255937-1260798	+	553	hypothetical protein													
GTX0536PRED_006698	GTX0536_8:1261440-1262202	+	158	hypothetical protein													
GTX0536PRED_006699	GTX0536_8:1264320-1269586	-	971	hypothetical protein											GO:0046872 metal ion binding; GO:0003676 nucleic acid binding; GO:0008408 3'-5' exonuclease activity; GO:0006139 nucleobase-containing compound metabolic process		
GTX0536PRED_006700	GTX0536_8:1270233-1273389	+	551	hypothetical protein											GO:0005634 nucleus; GO:0080008 Cul4-RING E3 ubiquitin ligase complex; GO:0008270 zinc ion binding; GO:0003684 damaged DNA binding; GO:0003676 nucleic acid binding; GO:0005515 protein binding; GO:0006281 DNA repair		
GTX0536PRED_006701	GTX0536_8:1273666-1283449	-	1278	hypothetical protein													
GTX0536PRED_006701	GTX0536_8:1273666-1282849	-	1133	hypothetical protein													
GTX0536PRED_006701	GTX0536_8:1273666-1282320	-	1076	hypothetical protein													
GTX0536PRED_006702	GTX0536_8:1284560-1287208	+	394	hypothetical protein											GO:0016020 membrane		
GTX0536PRED_006703	GTX0536_8:1287766-1288570	-	129	hypothetical protein													
GTX0536PRED_006704	GTX0536_8:1289280-1290121	+	138	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_006705	GTX0536_8:1290803-1293345	+	424	hypothetical protein											GO:0005634 nucleus		
GTX0536PRED_006705	GTX0536_8:1291307-1293345	+	329	hypothetical protein											GO:0005634 nucleus		
GTX0536PRED_006706	GTX0536_8:1294042-1295110	+	215	ER lumen protein-retaining receptor B											GO:0016021 membrane; GO:0046923 ER retention sequence binding; GO:0006621 protein retention in ER lumen		
GTX0536PRED_006707	GTX0536_8:1296055-1297045	-	156	hypothetical protein											GO:0008080 N-acetyltransferase activity; GO:0004343 glucosamine 6-phosphate N-acetyltransferase activity; GO:0006048 UDP-N-acetylglucosamine biosynthetic process		
GTX0536PRED_006708	GTX0536_8:1297918-1307600	-	983	hypothetical protein											GO:0005524 ATP binding; GO:0016887 ATP hydrolysis activity		
GTX0536PRED_006709	GTX0536_8:1308094-1310141	+	279	hypothetical protein											GO:0016491 oxidoreductase activity		
GTX0536PRED_006710	GTX0536_8:1311234-1313076	-	248	hypothetical protein													
GTX0536PRED_006711	GTX0536_8:1313309-1315506	+	287	hypothetical protein													
GTX0536PRED_006711	GTX0536_8:1313309-1314397	+	201	hypothetical protein													
GTX0536PRED_006712	GTX0536_8:1316456-1317809	-	283	hypothetical protein													
GTX0536PRED_006713	GTX0536_8:1319694-1324953	-	775	hypothetical protein											GO:0003676 nucleic acid binding		
GTX0536PRED_006714	GTX0536_8:1325471-1330441	+	663	hypothetical protein													
GTX0536PRED_006715	GTX0536_8:1330708-1346726	-	1676	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_006716	GTX0536_8:1347854-1349437	+	190	hypothetical protein													
GTX0536PRED_006717	GTX0536_8:1351371-1352983	-	316	hypothetical protein													
GTX0536PRED_006718	GTX0536_8:1354227-1361702	+	1359	hypothetical protein													
GTX0536PRED_006719	GTX0536_8:1362102-1365543	-	539	hypothetical protein											GO:0003849 3-deoxy-7-phosphoheptulonate synthase activity; GO:0003824 catalytic activity; GO:0009073 aromatic amino acid family biosynthetic process		
GTX0536PRED_006719	GTX0536_8:1362193-1365543	-	528	hypothetical protein											GO:0003849 3-deoxy-7-phosphoheptulonate synthase activity; GO:0003824 catalytic activity; GO:0009073 aromatic amino acid family biosynthetic process		
GTX0536PRED_006720	GTX0536_8:1367079-1375282	+	1030	hypothetical protein													
GTX0536PRED_006720	GTX0536_8:1367079-1371923	+	754	hypothetical protein													
GTX0536PRED_006721	GTX0536_8:1376108-1384704	+	740	hypothetical protein													
GTX0536PRED_006722	GTX0536_8:1385863-1390121	-	526	hypothetical protein											GO:0043743 LPPG:FO 2-phospho-L-lactate transferase activity		
GTX0536PRED_006722	GTX0536_8:1386597-1390121	-	458	hypothetical protein											GO:0043743 LPPG:FO 2-phospho-L-lactate transferase activity		
GTX0536PRED_006723	GTX0536_8:1390346-1392479	+	441	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_006724	GTX0536_8:1394180-1396464	-	362	hypothetical protein													
GTX0536PRED_006725	GTX0536_8:1397057-1397700	+	117	hypothetical protein													
GTX0536PRED_006726	GTX0536_8:1398836-1408510	-	1776	hypothetical protein													
GTX0536PRED_006727	GTX0536_8:1412817-1419160	+	657	hypothetical protein													
GTX0536PRED_006728	GTX0536_8:1419744-1421335	-	251	hypothetical protein											GO:0003697 single-stranded DNA binding; GO:0006260 DNA replication		
GTX0536PRED_006729	GTX0536_8:1421782-1423016	+	218	hypothetical protein													
GTX0536PRED_006730	GTX0536_8:1423117-1425231	-	366	hypothetical protein											GO:0007023 post-chaperonin tubulin folding pathway; GO:0000902 cell morphogenesis		
GTX0536PRED_006730	GTX0536_8:1423117-1424931	-	290	hypothetical protein											GO:0007023 post-chaperonin tubulin folding pathway; GO:0000902 cell morphogenesis		
GTX0536PRED_006730	GTX0536_8:1423117-1424531	-	209	hypothetical protein											GO:0007023 post-chaperonin tubulin folding pathway; GO:0000902 cell morphogenesis		
GTX0536PRED_006731	GTX0536_8:1426617-1427328	+	236	hypothetical protein													
GTX0536PRED_006732	GTX0536_8:1429782-1436332	-	873	hypothetical protein											GO:0003924 GTPase activity; GO:0005525 GTP binding		
GTX0536PRED_006733	GTX0536_8:1437026-1443646	+	660	hypothetical protein											GO:0005737 cytoplasm; GO:0004814 arginine-tRNA ligase activity; GO:0005524 ATP binding; GO:0000166 nucleotide binding; GO:0004812 aminoacyl-tRNA ligase activity; GO:0006418 tRNA aminoacylation for protein translation; GO:0006420 arginyl-tRNA aminoacylation		
GTX0536PRED_006734	GTX0536_8:1443814-1444240	+	141	hypothetical protein													
GTX0536PRED_006735	GTX0536_8:1444713-1446272	+	298	hypothetical protein											GO:0016702 oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen		
GTX0536PRED_006736	GTX0536_8:1446820-1450591	-	436	hypothetical protein											GO:0003824 catalytic activity; GO:0003963 RNA-3'-phosphate cyclase activity; GO:0006396 RNA processing		
GTX0536PRED_006737	GTX0536_8:1450841-1452739	+	327	hypothetical protein											GO:0016798 hydrolase activity, acting on glycosyl bonds; GO:0004730 pseudouridylate synthase activity		
GTX0536PRED_006738	GTX0536_8:1453400-1457360	-	565	hypothetical protein											GO:0005783 endoplasmic reticulum; GO:0005515 protein binding; GO:0005509 calcium ion binding; GO:0051082 unfolded protein binding; GO:0006457 protein folding		
GTX0536PRED_006739	GTX0536_8:1457801-1466149	+	1017	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_006739	GTX0536_8:1458258-1466149	+	928	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_006740	GTX0536_8:1466566-1469517	-	332	hypothetical protein											GO:0048188 Set1C/COMPASS complex; GO:0005515 protein binding; GO:0051568 histone H3-K4 methylation		
GTX0536PRED_006741	GTX0536_8:1470339-1470807	-	100	hypothetical protein											GO:0006511 ubiquitin-dependent protein catabolic process		
GTX0536PRED_006742	GTX0536_8:1471871-1472906	-	213	hypothetical protein											GO:0070072 vacuolar proton-transporting V-type ATPase complex assembly		
GTX0536PRED_006743	GTX0536_8:1474280-1476123	+	177	hypothetical protein													
GTX0536PRED_006744	GTX0536_8:1476725-1477115	+	101	hypothetical protein													
GTX0536PRED_006745	GTX0536_8:1477675-1479958	+	263	hypothetical protein													
GTX0536PRED_006746	GTX0536_8:1480869-1488640	+	1126	hypothetical protein											GO:0004843 cysteine-type deubiquitinase activity; GO:0016579 protein deubiquitination; GO:0006511 ubiquitin-dependent protein catabolic process		
GTX0536PRED_006747	GTX0536_8:1489414-1490758	+	396	hypothetical protein													
GTX0536PRED_006748	GTX0536_8:1490992-1493418	-	427	Leucine-rich repeat-containing protein oda7											GO:0005930 axoneme; GO:0070840 dynein complex binding; GO:0005515 protein binding; GO:0036159 inner dynein arm assembly; GO:0036158 outer dynein arm assembly		
GTX0536PRED_006749	GTX0536_8:1494092-1495135	-	150	hypothetical protein											GO:0008080 N-acetyltransferase activity		
GTX0536PRED_006750	GTX0536_8:1495299-1496824	+	297	hypothetical protein											GO:0005840 ribosome; GO:0043022 ribosome binding; GO:0006364 rRNA processing		
GTX0536PRED_006751	GTX0536_8:1497434-1511811	-	1550	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_006752	GTX0536_8:1513989-1514616	-	208	hypothetical protein													
