GeneID	scaffold:start-end	strand	length	description	Ortho Group	EggNog	BUSCO	Secreted	TransMembrane	Protease family	CAZyme family	Transcription factor	InterPro Domains	PFAM Domains	GO terms	SecMet Cluster	SMCOG
SL003_006064	scaffold_10:1670883-1680442	-	877	hypothetical protein											GO:0016020 membrane; GO:0005227 calcium activated cation channel activity		
SL003_006065	scaffold_10:1683403-1684161	+	199	hypothetical protein													
SL003_006066	scaffold_10:1685260-1685993	-	154	hypothetical protein											GO:0005515 protein binding; GO:0000266 mitochondrial fission		
SL003_006067	scaffold_10:1686519-1694744	-	707	hypothetical protein											GO:0005515 protein binding		
SL003_006068	scaffold_10:1695827-1697101	-	318	hypothetical protein											GO:0005840 ribosome; GO:0003735 structural constituent of ribosome; GO:0006412 translation		
SL003_006069	scaffold_10:1697567-1705578	+	797	hypothetical protein											GO:0008289 lipid binding		
SL003_006070	scaffold_10:1706199-1708060	-	353	hypothetical protein											GO:0005515 protein binding		
SL003_006071	scaffold_10:1708619-1713788	-	628	hypothetical protein											GO:0042254 ribosome biogenesis		
SL003_006072	scaffold_10:1714005-1718769	+	565	hypothetical protein											GO:0016702 oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen		
SL003_006073	scaffold_10:1719854-1720493	-	187	hypothetical protein													
SL003_006074	scaffold_10:1721326-1726258	-	575	hypothetical protein											GO:0051537 2 iron, 2 sulfur cluster binding; GO:0010277 chlorophyllide a oxygenase [overall] activity		
SL003_006075	scaffold_10:1726935-1729547	-	333	hypothetical protein													
SL003_006076	scaffold_10:1732631-1735271	-	500	hypothetical protein											GO:0006629 lipid metabolic process		
SL003_006077	scaffold_10:1735815-1742362	+	920	hypothetical protein											GO:0005846 nuclear cap binding complex; GO:0000339 RNA cap binding; GO:0051028 mRNA transport; GO:0045292 mRNA cis splicing, via spliceosome; GO:0016070 RNA metabolic process		
SL003_006078	scaffold_10:1742698-1744760	-	333	hypothetical protein													
SL003_006079	scaffold_10:1745125-1751159	+	797	hypothetical protein													
SL003_006080	scaffold_10:1751927-1760185	-	1258	hypothetical protein											GO:0016021 membrane; GO:0005215 transporter activity; GO:0005524 ATP binding; GO:0000166 nucleotide binding; GO:0008553 P-type proton-exporting transporter activity; GO:0140603; GO:0120029 proton export across plasma membrane		
SL003_006081	scaffold_10:1760966-1762957	+	337	hypothetical protein													
SL003_006082	scaffold_10:1764142-1765757	+	248	hypothetical protein											GO:0008234 cysteine-type peptidase activity; GO:0006508 proteolysis		
SL003_006083	scaffold_10:1766280-1771383	-	506	glutamate N-acetyltransferase											GO:0004056 argininosuccinate lyase activity; GO:0003824 catalytic activity; GO:0042450 arginine biosynthetic process via ornithine		
SL003_006084	scaffold_10:1775032-1780650	-	1307	hypothetical protein											GO:0003700 DNA-binding transcription factor activity; GO:0003677 DNA binding; GO:0006355 regulation of DNA-templated transcription		
SL003_006085	scaffold_10:1782149-1783833	+	304	hypothetical protein													
SL003_006086	scaffold_10:1785816-1789056	-	313	hypothetical protein											GO:0004181 metallocarboxypeptidase activity; GO:0008270 zinc ion binding; GO:0006518 peptide metabolic process; GO:0006508 proteolysis		
SL003_006087	scaffold_10:1790033-1794364	+	449	hypothetical protein													
SL003_006088	scaffold_10:1794768-1797236	-	305	hypothetical protein											GO:0016791 phosphatase activity; GO:0004722 protein serine/threonine phosphatase activity; GO:0006470 protein dephosphorylation		
SL003_006089	scaffold_10:1799321-1801726	-	421	Isobutyryl-CoA dehydrogenase, mitochondrial											GO:0050660 flavin adenine dinucleotide binding; GO:0003995 acyl-CoA dehydrogenase activity; GO:0016627 oxidoreductase activity, acting on the CH-CH group of donors		
SL003_006090	scaffold_10:1802010-1804715	+	356	hypothetical protein											GO:0008168 methyltransferase activity		
SL003_006091	scaffold_10:1813629-1815392	+	223	hypothetical protein											GO:0003824 catalytic activity		
SL003_006092	scaffold_10:1816038-1818593	-	566	hypothetical protein													
SL003_006093	scaffold_10:1818601-1819032	+	117	hypothetical protein													
SL003_006094	scaffold_10:1820700-1821528	+	275	hypothetical protein													
SL003_006095	scaffold_10:1823773-1827492	+	376	hypothetical protein													
SL003_006096	scaffold_10:1828494-1830002	-	307	hypothetical protein											GO:0003824 catalytic activity; GO:0009058 biosynthetic process		
SL003_006097	scaffold_10:1830371-1834499	-	778	hypothetical protein											GO:0005515 protein binding		
SL003_006098	scaffold_10:1834927-1843368	-	1169	DNA-directed RNA polymerase II subunit 2											GO:0003677 DNA binding; GO:0003899 DNA-directed 5'-3' RNA polymerase activity; GO:0032549 ribonucleoside binding; GO:0006351 DNA-templated transcription		
SL003_006099	scaffold_10:1843409-1845140	+	398	hypothetical protein											GO:0003723 RNA binding; GO:0003676 nucleic acid binding; GO:0006396 RNA processing		
SL003_006100	scaffold_10:1845252-1863397	-	2350	hypothetical protein											GO:0005515 protein binding		
SL003_006101	scaffold_10:1863915-1869433	+	690	hypothetical protein											GO:0034464 BBSome; GO:1905515 non-motile cilium assembly		
SL003_006102	scaffold_10:1872213-1872975	-	253	hypothetical protein													
SL003_006103	scaffold_10:1873171-1876292	+	320	hypothetical protein													
SL003_006104	scaffold_10:1877328-1880274	-	216	hypothetical protein													
SL003_006105	scaffold_10:1880956-1882042	-	282	hypothetical protein											GO:0030246 carbohydrate binding; GO:2001070 starch binding		
SL003_006106	scaffold_10:1886369-1887777	-	275	Proteasome subunit beta type-5-B											GO:0005839 proteasome core complex; GO:0004298 threonine-type endopeptidase activity; GO:0051603 proteolysis involved in protein catabolic process		
SL003_006107	scaffold_10:1888209-1898015	+	1353	hypothetical protein											GO:1990939 microtubule motor activity; GO:0008017 microtubule binding; GO:0005524 ATP binding; GO:0007018 microtubule-based movement		
SL003_006108	scaffold_10:1902063-1905112	+	529	hypothetical protein													
SL003_006109	scaffold_10:1905960-1909031	-	369	hypothetical protein													
SL003_006110	scaffold_10:1910816-1923065	+	1882	hypothetical protein											GO:0008080 N-acetyltransferase activity		
SL003_006111	scaffold_10:1923468-1926327	-	296	hypothetical protein													
SL003_006112	scaffold_10:1928821-1930318	+	171	hypothetical protein													
SL003_006113	scaffold_10:1935117-1937573	+	341	hypothetical protein													
SL003_006114	scaffold_10:1938192-1949313	-	891	hypothetical protein													
SL003_006115	scaffold_10:1951230-1953180	-	460	hypothetical protein													
SL003_006116	scaffold_10:1953733-1955009	+	231	hypothetical protein													
SL003_006117	scaffold_10:1958262-1959605	+	245	hypothetical protein													
SL003_006118	scaffold_10:1961052-1963509	-	221	hypothetical protein											GO:0003916 DNA topoisomerase activity; GO:0003677 DNA binding; GO:0005524 ATP binding; GO:0006265 DNA topological change		
SL003_006119	scaffold_10:1965215-1971167	-	702	hypothetical protein											GO:0003916 DNA topoisomerase activity; GO:0003918 DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity; GO:0003677 DNA binding; GO:0005524 ATP binding; GO:0006259 DNA metabolic process; GO:0006265 DNA topological change		
SL003_006120	scaffold_10:1976335-1979851	+	416	hypothetical protein											GO:0016021 membrane; GO:0005509 calcium ion binding		
SL003_006121	scaffold_10:1983715-1987156	+	510	hypothetical protein											GO:0005681 spliceosomal complex; GO:0003723 RNA binding; GO:0000398 mRNA splicing, via spliceosome		
SL003_006122	scaffold_10:1987977-1996328	+	1082	hypothetical protein											GO:0006464 protein modification process		
SL003_006123	scaffold_10:1997248-1999885	-	511	hypothetical protein											GO:0003690 double-stranded DNA binding; GO:0006355 regulation of DNA-templated transcription		
SL003_006124	scaffold_10:2010845-2023903	+	1482	hypothetical protein											GO:0034464 BBSome; GO:0004672 protein kinase activity; GO:0005524 ATP binding; GO:0006468 protein phosphorylation		
SL003_006125	scaffold_10:2024654-2025935	-	302	hypothetical protein													
SL003_006126	scaffold_10:2028597-2033031	+	563	hypothetical protein											GO:0005666 RNA polymerase III complex; GO:0003697 single-stranded DNA binding; GO:0003677 DNA binding; GO:0006351 DNA-templated transcription		
SL003_006127	scaffold_10:2035033-2038374	-	648	AAA-ATPase ASD, mitochondrial											GO:0016021 membrane; GO:0005471 ATP:ADP antiporter activity; GO:0006862 nucleotide transport		
SL003_006128	scaffold_10:2039694-2041172	+	403	hypothetical protein											GO:0005634 nucleus; GO:0006338 chromatin remodeling		
SL003_006129	scaffold_10:2042476-2048737	-	1013	hypothetical protein											GO:0000145 exocyst; GO:0006893 Golgi to plasma membrane transport		
SL003_006130	scaffold_10:2049111-2055756	+	985	hypothetical protein											GO:0008964 phosphoenolpyruvate carboxylase activity; GO:0003824 catalytic activity; GO:0006099 tricarboxylic acid cycle; GO:0015977 carbon fixation		
SL003_006131	scaffold_10:2091098-2091605	+	168	hypothetical protein													
SL003_006132	scaffold_10:2091648-2091903	+	84	hypothetical protein													
SL003_006133	scaffold_10:2092554-2094318	-	587	hypothetical protein													
SL003_006134	scaffold_10:2094754-2095357	-	122	hypothetical protein													
SL003_006135	scaffold_10:2099518-2100249	-	197	hypothetical protein											GO:0016788 hydrolase activity, acting on ester bonds; GO:0000287 magnesium ion binding; GO:0000400 four-way junction DNA binding; GO:0006310 DNA recombination; GO:0006281 DNA repair		
SL003_006136	scaffold_10:2101005-2101815	+	269	hypothetical protein													
SL003_006137	scaffold_10:2103152-2104739	-	528	hypothetical protein													
SL003_006138	scaffold_10:2104780-2107186	-	801	hypothetical protein													
SL003_006139	scaffold_10:2107227-2107857	+	209	hypothetical protein											GO:0016301 kinase activity; GO:0005524 ATP binding		
SL003_006140	scaffold_10:2107980-2108743	-	242	hypothetical protein											GO:0008081 phosphoric diester hydrolase activity; GO:0004114 3',5'-cyclic-nucleotide phosphodiesterase activity; GO:0007165 signal transduction		
SL003_006141	scaffold_10:2109065-2109517	+	127	hypothetical protein													
SL003_006142	scaffold_10:2109602-2110138	+	128	hypothetical protein													
SL003_006143	scaffold_10:2111394-2112244	-	251	hypothetical protein													
SL003_006144	scaffold_10:2112819-2113302	-	153	hypothetical protein													
SL003_006145	scaffold_10:2117275-2121044	-	564	hypothetical protein											GO:0005515 protein binding		
SL003_006146	scaffold_10:2122816-2123916	+	197	hypothetical protein													
SL003_006147	scaffold_10:2125261-2128932	+	534	hypothetical protein											GO:0030170 pyridoxal phosphate binding; GO:0003824 catalytic activity; GO:0009058 biosynthetic process		
SL003_006148	scaffold_10:2129763-2132499	-	519	hypothetical protein													
SL003_006149	scaffold_10:2132743-2134107	+	252	hypothetical protein													
SL003_006150	scaffold_10:2136537-2139682	+	512	hypothetical protein											GO:0005515 protein binding		
SL003_006151	scaffold_10:2141332-2143305	+	336	hypothetical protein											GO:0042134 rRNA primary transcript binding; GO:0019843 rRNA binding; GO:0006364 rRNA processing		
SL003_006152	scaffold_10:2151600-2151992	-	115	hypothetical protein													
SL003_006153	scaffold_10:2154426-2162419	-	837	hypothetical protein											GO:0005525 GTP binding; GO:0003924 GTPase activity; GO:0005515 protein binding; GO:0006400 tRNA modification		
SL003_006154	scaffold_10:2165292-2166219	+	308	hypothetical protein													
SL003_006155	scaffold_10:2166792-2169490	+	369	hypothetical protein													
SL003_006156	scaffold_10:2170510-2175047	-	706	hypothetical protein											GO:0008987 quinolinate synthetase A activity; GO:0051539 4 iron, 4 sulfur cluster binding; GO:0009435 NAD biosynthetic process		
SL003_006157	scaffold_10:2175870-2176637	-	128	hypothetical protein													
SL003_006158	scaffold_10:2177322-2179171	+	540	hypothetical protein											GO:0003676 nucleic acid binding		
SL003_006159	scaffold_10:2180933-2187546	-	866	hypothetical protein											GO:0008270 zinc ion binding		
SL003_006160	scaffold_10:2187961-2192335	+	885	hypothetical protein											GO:0005515 protein binding		
SL003_006161	scaffold_10:2193111-2193708	+	198	hypothetical protein													
SL003_006162	scaffold_10:2199341-2206088	+	901	hypothetical protein											GO:0016020 membrane; GO:0005507 copper ion binding; GO:0003824 catalytic activity; GO:0005515 protein binding; GO:0004497 monooxygenase activity; GO:0016715 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen; GO:0006518 peptide metabolic process		
SL003_006163	scaffold_10:2207017-2207609	+	142	hypothetical protein													
SL003_006164	scaffold_10:2208822-2209499	+	116	hypothetical protein													
SL003_006165	scaffold_10:2210973-2213281	-	270	hypothetical protein											GO:0016491 oxidoreductase activity; GO:0016701 oxidoreductase activity, acting on single donors with incorporation of molecular oxygen; GO:0008270 zinc ion binding; GO:0008198 ferrous iron binding; GO:0006725 cellular aromatic compound metabolic process		
SL003_006166	scaffold_10:2216536-2222210	+	575	hypothetical protein													
SL003_006167	scaffold_10:2223166-2226044	+	476	hypothetical protein													
SL003_006168	scaffold_10:2230953-2233412	+	397	hypothetical protein													
